cluster_id	member_id	source_group	length	cross_group_cluster
mh_p110_000000109930	mh_p110_000000109930	mh_p110	33365	0
mh_p110_000000109931	mh_p110_000000109931	mh_p110	1403	0
mh_p110_000000109933	mh_p110_000000109933	mh_p110	1610	0
mh_p110_000000109940	mh_p110_000000109940	mh_p110	8031	0
mh_p110_000000109944	mh_p110_000000109944	mh_p110	2424	0
mh_p110_000000109945	mh_p110_000000109945	mh_p110	7107	0
mh_p110_000000109950	mh_p110_000000109950	mh_p110	4688	0
mh_p110_000000109955	mh_p110_000000109955	mh_p110	1235	0
mh_p110_000000109958	mh_p110_000000109958	mh_p110	1929	0
mh_p110_000000109968	mh_p110_000000109968	mh_p110	1186	1
mh_p110_000000109968	spaS30_000000034029	spaS30	1059	1
mh_p110_000000109976	mh_p110_000000109976	mh_p110	14092	0
mh_p110_000000109980	mh_p110_000000109980	mh_p110	3843	1
mh_p110_000000109980	spaS30_000000008667	spaS30	3561	1
mh_p110_000000109982	mh_p110_000000109982	mh_p110	1929	1
mh_p110_000000109982	spaS222_000000013634	spaS222	1843	1
mh_p110_000000109983	mh_p110_000000109983	mh_p110	1672	0
mh_p110_000000109984	mh_p110_000000109984	mh_p110	25752	0
mh_p110_000000109985	mh_p110_000000109985	mh_p110	1655	0
mh_p110_000000109986	mh_p110_000000109986	mh_p110	1626	0
mh_p110_000000109993	mh_p110_000000109993	mh_p110	1822	0
mh_p110_000000109996	mh_p110_000000109996	mh_p110	1437	0
mh_p110_000000109997	mh_p110_000000109997	mh_p110	2002	0
mh_p110_000000110000	mh_p110_000000110000	mh_p110	5864	0
mh_p110_000000110003	mh_p110_000000110003	mh_p110	9853	0
mh_p110_000000110009	mh_p110_000000110009	mh_p110	1789	0
mh_p110_000000110013	mh_p110_000000110013	mh_p110	14466	0
mh_p110_000000110014	mh_p110_000000110014	mh_p110	1692	1
mh_p110_000000110014	spaS30_000000024475	spaS30	1408	1
mh_p110_000000110015	mh_p110_000000110015	mh_p110	11227	1
mh_p110_000000110015	spaS223_000000002745	spaS223	10562	1
mh_p110_000000110018	mh_p110_000000110018	mh_p110	1357	0
mh_p110_000000110020	mh_p110_000000110020	mh_p110	15276	0
mh_p110_000000110026	mh_p110_000000110026	mh_p110	1605	0
mh_p110_000000110030	mh_p110_000000110030	mh_p110	1813	0
mh_p110_000000110032	mh_p110_000000110032	mh_p110	1026	0
mh_p110_000000110033	mh_p110_000000110033	mh_p110	1063	0
mh_p110_000000110034	mh_p110_000000110034	mh_p110	2334	0
mh_p110_000000110035	mh_p110_000000110035	mh_p110	2680	0
mh_p110_000000110038	mh_p110_000000110038	mh_p110	1239	0
mh_p110_000000110047	mh_p110_000000110047	mh_p110	1795	0
mh_p110_000000110048	mh_p110_000000110048	mh_p110	6481	0
mh_p110_000000110052	mh_p110_000000110052	mh_p110	1315	0
mh_p110_000000110053	mh_p110_000000110053	mh_p110	1080	0
mh_p110_000000110056	mh_p110_000000110056	mh_p110	3234	1
mh_p110_000000110056	spaS222_000000008159	spaS222	3234	1
mh_p110_000000110057	mh_p110_000000110057	mh_p110	1212	0
mh_p110_000000110059	mh_p110_000000110059	mh_p110	40857	0
mh_p110_000000110061	mh_p110_000000110061	mh_p110	1095	1
mh_p110_000000110061	spaS30_000000035747	spaS30	1018	1
mh_p110_000000110064	mh_p110_000000110064	mh_p110	2602	1
mh_p110_000000110064	spaS37_000000012760	spaS37	2308	1
mh_p110_000000110066	mh_p110_000000110066	mh_p110	1519	0
mh_p110_000000110074	mh_p110_000000110074	mh_p110	1223	0
mh_p110_000000110077	mh_p110_000000110077	mh_p110	1959	1
mh_p110_000000110077	spaS37_000000015061	spaS37	1954	1
mh_p110_000000110078	mh_p110_000000110078	mh_p110	1016	0
mh_p110_000000110079	mh_p110_000000110079	mh_p110	2344	0
mh_p110_000000110084	mh_p110_000000110084	mh_p110	1244	0
mh_p110_000000110085	mh_p110_000000110085	mh_p110	1047	0
mh_p110_000000110086	mh_p110_000000110086	mh_p110	1284	0
mh_p110_000000110088	mh_p110_000000110088	mh_p110	6556	0
mh_p110_000000110091	mh_p110_000000110091	mh_p110	6642	1
mh_p110_000000110091	spaS222_000000004552	spaS222	6202	1
mh_p110_000000110092	mh_p110_000000110092	mh_p110	1290	0
mh_p110_000000110095	mh_p110_000000110095	mh_p110	1470	0
mh_p110_000000110098	mh_p110_000000110098	mh_p110	2037	0
mh_p110_000000110099	mh_p110_000000110099	mh_p110	1003	0
mh_p110_000000110100	mh_p110_000000110100	mh_p110	3457	0
mh_p110_000000110102	mh_p110_000000110102	mh_p110	3133	1
mh_p110_000000110102	spaS223_000000010244	spaS223	2914	1
mh_p110_000000110106	mh_p110_000000110106	mh_p110	1156	0
spaS30_000000000106	spaS30_000000000106	spaS30	139328	1
spaS30_000000000106	spaS222_000000000135	spaS222	117332	1
spaS30_000000000106	spaS223_000000000055	spaS223	139328	1
spaS30_000000000107	spaS30_000000000107	spaS30	138996	0
spaS30_000000000109	spaS30_000000000109	spaS30	135519	1
spaS30_000000000109	mh_p110_000000051931	mh_p110	123996	1
spaS30_000000000110	spaS30_000000000110	spaS30	135442	0
spaS30_000000000111	spaS30_000000000111	spaS30	135430	0
spaS30_000000000112	spaS30_000000000112	spaS30	135269	0
spaS30_000000000113	spaS30_000000000113	spaS30	135196	1
spaS30_000000000113	spaS37_000000000093	spaS37	135196	1
spaS30_000000000113	mh_p110_000000003585	mh_p110	133292	1
spaS30_000000000114	spaS30_000000000114	spaS30	135113	0
spaS30_000000000117	spaS30_000000000117	spaS30	132815	0
spaS30_000000000119	spaS30_000000000119	spaS30	132338	1
spaS30_000000000119	spaS37_000000000149	spaS37	111132	1
spaS30_000000000120	spaS30_000000000120	spaS30	131884	1
spaS30_000000000120	spaS37_000000000143	spaS37	114075	1
spaS30_000000000121	spaS30_000000000121	spaS30	129735	0
spaS30_000000000122	spaS30_000000000122	spaS30	129535	0
spaS30_000000000123	spaS30_000000000123	spaS30	129449	0
spaS30_000000000124	spaS30_000000000124	spaS30	129194	1
spaS30_000000000124	spaS222_000000000101	spaS222	129127	1
spaS30_000000000130	spaS30_000000000130	spaS30	124778	0
spaS30_000000000132	spaS30_000000000132	spaS30	124715	0
spaS30_000000000133	spaS30_000000000133	spaS30	124479	1
spaS30_000000000133	spaS37_000000000119	spaS37	119717	1
spaS30_000000000133	spaS222_000000000117	spaS222	122447	1
spaS30_000000000134	spaS30_000000000134	spaS30	124374	0
spaS30_000000000135	spaS30_000000000135	spaS30	124231	0
spaS30_000000000137	spaS30_000000000137	spaS30	123773	0
spaS30_000000000138	spaS30_000000000138	spaS30	123021	0
spaS30_000000000139	spaS30_000000000139	spaS30	122824	0
spaS30_000000000140	spaS30_000000000140	spaS30	122014	1
spaS30_000000000140	spaS37_000000000111	spaS37	122014	1
spaS30_000000000141	spaS30_000000000141	spaS30	121639	1
spaS30_000000000141	spaS37_000000000114	spaS37	121639	1
spaS30_000000000142	spaS30_000000000142	spaS30	121530	0
spaS30_000000000143	spaS30_000000000143	spaS30	120917	0
spaS30_000000000145	spaS30_000000000145	spaS30	119864	0
spaS30_000000000146	spaS30_000000000146	spaS30	119312	0
spaS30_000000000149	spaS30_000000000149	spaS30	118476	0
spaS30_000000000150	spaS30_000000000150	spaS30	118396	0
spaS30_000000000151	spaS30_000000000151	spaS30	118374	0
spaS30_000000000153	spaS30_000000000153	spaS30	117761	0
spaS30_000000000155	spaS30_000000000155	spaS30	116688	0
spaS30_000000000159	spaS30_000000000159	spaS30	115346	0
spaS30_000000000160	spaS30_000000000160	spaS30	115075	0
spaS30_000000000162	spaS30_000000000162	spaS30	114500	1
spaS30_000000000162	mh_p110_000000068634	mh_p110	92853	1
spaS30_000000000165	spaS30_000000000165	spaS30	112981	0
spaS30_000000000166	spaS30_000000000166	spaS30	112848	0
spaS30_000000000169	spaS30_000000000169	spaS30	112067	1
spaS30_000000000169	spaS37_000000000155	spaS37	110399	1
spaS30_000000000170	spaS30_000000000170	spaS30	111008	1
spaS30_000000000170	mh_p110_000000067171	mh_p110	110681	1
spaS30_000000000170	spaS37_000000000153	spaS37	110700	1
spaS30_000000000171	spaS30_000000000171	spaS30	110799	0
spaS30_000000000172	spaS30_000000000172	spaS30	109841	0
spaS30_000000000176	spaS30_000000000176	spaS30	109160	0
spaS30_000000000177	spaS30_000000000177	spaS30	107560	0
spaS30_000000000179	spaS30_000000000179	spaS30	107366	0
spaS30_000000000180	spaS30_000000000180	spaS30	106908	0
spaS30_000000000182	spaS30_000000000182	spaS30	106453	0
spaS30_000000000184	spaS30_000000000184	spaS30	105904	0
spaS30_000000000186	spaS30_000000000186	spaS30	105791	0
spaS30_000000000187	spaS30_000000000187	spaS30	105639	0
spaS30_000000000188	spaS30_000000000188	spaS30	105521	0
spaS30_000000000189	spaS30_000000000189	spaS30	105467	0
spaS30_000000000192	spaS30_000000000192	spaS30	103613	1
spaS30_000000000192	mh_p110_000000000722	mh_p110	102283	1
spaS30_000000000192	spaS37_000000000181	spaS37	101952	1
spaS30_000000000192	spaS223_000000000118	spaS223	101729	1
spaS30_000000000192	spaS222_000000000180	spaS222	101795	1
spaS30_000000000193	spaS30_000000000193	spaS30	102338	1
spaS30_000000000193	spaS37_000000000228	spaS37	89599	1
spaS30_000000000193	spaS223_000000000161	spaS223	86125	1
spaS30_000000000193	mh_p110_000000084038	mh_p110	69925	1
spaS30_000000000194	spaS30_000000000194	spaS30	102278	0
spaS30_000000000195	spaS30_000000000195	spaS30	101995	0
spaS30_000000000196	spaS30_000000000196	spaS30	101609	0
spaS30_000000000198	spaS30_000000000198	spaS30	101163	1
spaS30_000000000198	mh_p110_000000047795	mh_p110	101010	1
spaS30_000000000198	spaS37_000000000185	spaS37	100837	1
spaS30_000000000200	spaS30_000000000200	spaS30	100588	0
spaS30_000000000201	spaS30_000000000201	spaS30	99912	1
spaS30_000000000201	mh_p110_000000094478	mh_p110	98550	1
spaS30_000000000201	spaS37_000000000194	spaS37	97638	1
spaS30_000000000201	spaS222_000000000196	spaS222	96852	1
spaS30_000000000201	spaS223_000000000122	spaS223	99402	1
spaS30_000000000202	spaS30_000000000202	spaS30	99906	0
spaS30_000000000203	spaS30_000000000203	spaS30	98895	0
spaS30_000000000204	spaS30_000000000204	spaS30	98182	1
spaS30_000000000204	spaS222_000000000205	spaS222	94764	1
spaS30_000000000605	spaS30_000000000605	spaS30	48204	0
spaS30_000000000606	spaS30_000000000606	spaS30	48181	0
spaS30_000000000607	spaS30_000000000607	spaS30	48163	0
spaS30_000000000608	spaS30_000000000608	spaS30	48067	0
spaS30_000000000609	spaS30_000000000609	spaS30	48003	0
spaS30_000000000610	spaS30_000000000610	spaS30	47899	1
spaS30_000000000610	spaS222_000000000594	spaS222	47899	1
spaS30_000000000610	spaS223_000000000413	spaS223	47899	1
spaS30_000000000611	spaS30_000000000611	spaS30	47892	0
spaS30_000000000612	spaS30_000000000612	spaS30	47853	0
spaS30_000000000613	spaS30_000000000613	spaS30	47638	1
spaS30_000000000613	spaS37_000000000608	spaS37	47467	1
spaS30_000000000614	spaS30_000000000614	spaS30	47620	0
spaS30_000000000616	spaS30_000000000616	spaS30	47601	0
spaS30_000000000617	spaS30_000000000617	spaS30	47567	0
spaS30_000000000618	spaS30_000000000618	spaS30	47551	0
spaS30_000000000619	spaS30_000000000619	spaS30	47527	0
spaS30_000000000621	spaS30_000000000621	spaS30	47491	0
spaS30_000000000622	spaS30_000000000622	spaS30	47469	0
spaS30_000000000623	spaS30_000000000623	spaS30	47440	0
spaS30_000000000624	spaS30_000000000624	spaS30	47438	0
spaS30_000000000625	spaS30_000000000625	spaS30	47365	1
spaS30_000000000625	spaS223_000000000432	spaS223	46263	1
spaS30_000000000625	spaS37_000000000630	spaS37	46314	1
spaS30_000000000626	spaS30_000000000626	spaS30	47348	0
spaS30_000000000629	spaS30_000000000629	spaS30	46847	1
spaS30_000000000629	spaS222_000000000604	spaS222	46847	1
spaS30_000000000630	spaS30_000000000630	spaS30	46843	1
spaS30_000000000630	spaS222_000000000777	spaS222	39091	1
spaS30_000000000631	spaS30_000000000631	spaS30	46816	0
spaS30_000000000634	spaS30_000000000634	spaS30	46536	0
spaS30_000000000636	spaS30_000000000636	spaS30	46347	0
spaS30_000000000637	spaS30_000000000637	spaS30	46320	0
spaS30_000000000640	spaS30_000000000640	spaS30	46167	1
spaS30_000000000640	mh_p110_000000109760	mh_p110	45093	1
spaS30_000000000641	spaS30_000000000641	spaS30	46156	0
spaS30_000000000643	spaS30_000000000643	spaS30	46032	1
spaS30_000000000643	spaS222_000000000619	spaS222	46031	1
spaS30_000000000646	spaS30_000000000646	spaS30	45790	0
spaS30_000000000648	spaS30_000000000648	spaS30	45669	0
spaS30_000000000649	spaS30_000000000649	spaS30	45657	0
spaS30_000000000654	spaS30_000000000654	spaS30	45148	0
spaS30_000000000655	spaS30_000000000655	spaS30	45124	0
spaS30_000000000657	spaS30_000000000657	spaS30	45085	0
spaS30_000000000659	spaS30_000000000659	spaS30	45033	0
spaS30_000000000661	spaS30_000000000661	spaS30	44955	0
spaS30_000000000662	spaS30_000000000662	spaS30	44866	1
spaS30_000000000662	mh_p110_000000024594	mh_p110	41974	1
spaS30_000000000662	spaS223_000000000505	spaS223	41479	1
spaS30_000000000662	spaS222_000000000716	spaS222	41479	1
spaS30_000000000663	spaS30_000000000663	spaS30	44816	0
spaS30_000000000664	spaS30_000000000664	spaS30	44797	0
spaS30_000000000666	spaS30_000000000666	spaS30	44711	0
spaS30_000000000667	spaS30_000000000667	spaS30	44654	0
spaS30_000000000668	spaS30_000000000668	spaS30	44602	0
spaS30_000000000671	spaS30_000000000671	spaS30	44576	0
spaS30_000000000672	spaS30_000000000672	spaS30	44573	0
spaS30_000000000673	spaS30_000000000673	spaS30	44557	1
spaS30_000000000673	spaS223_000000000463	spaS223	44447	1
spaS30_000000000674	spaS30_000000000674	spaS30	44557	0
spaS30_000000000675	spaS30_000000000675	spaS30	44542	0
spaS30_000000000677	spaS30_000000000677	spaS30	44488	1
spaS30_000000000677	mh_p110_000000071965	mh_p110	36407	1
spaS30_000000000679	spaS30_000000000679	spaS30	44441	0
spaS30_000000000680	spaS30_000000000680	spaS30	44431	0
spaS30_000000000681	spaS30_000000000681	spaS30	44382	1
spaS30_000000000681	spaS222_000000000701	spaS222	41797	1
spaS30_000000000682	spaS30_000000000682	spaS30	44308	1
spaS30_000000000682	mh_p110_000000062152	mh_p110	50166	1
spaS30_000000000683	spaS30_000000000683	spaS30	44298	1
spaS30_000000000683	spaS37_000000000845	spaS37	37127	1
spaS30_000000000684	spaS30_000000000684	spaS30	44221	0
spaS30_000000000685	spaS30_000000000685	spaS30	44216	1
spaS30_000000000685	spaS223_000000000543	spaS223	39593	1
spaS30_000000000685	mh_p110_000000004059	mh_p110	32523	1
spaS30_000000000685	spaS37_000000000820	spaS37	38030	1
spaS30_000000000685	spaS222_000000000605	spaS222	46832	1
spaS30_000000000686	spaS30_000000000686	spaS30	44192	0
spaS30_000000000687	spaS30_000000000687	spaS30	44015	0
spaS30_000000000688	spaS30_000000000688	spaS30	43976	0
spaS30_000000000689	spaS30_000000000689	spaS30	43881	0
spaS30_000000000693	spaS30_000000000693	spaS30	43539	1
spaS30_000000000693	mh_p110_000000055213	mh_p110	41758	1
spaS30_000000000694	spaS30_000000000694	spaS30	43536	0
spaS30_000000000695	spaS30_000000000695	spaS30	43515	0
spaS30_000000000696	spaS30_000000000696	spaS30	43484	0
spaS30_000000000697	spaS30_000000000697	spaS30	43461	0
spaS30_000000000699	spaS30_000000000699	spaS30	43329	1
spaS30_000000000699	mh_p110_000000042504	mh_p110	43132	1
spaS30_000000000699	spaS222_000000000768	spaS222	39322	1
spaS30_000000000700	spaS30_000000000700	spaS30	43201	0
spaS30_000000000701	spaS30_000000000701	spaS30	43085	0
spaS30_000000001305	spaS30_000000001305	spaS30	25566	1
spaS30_000000001305	spaS223_000000001062	spaS223	23843	1
spaS30_000000001306	spaS30_000000001306	spaS30	25559	0
spaS30_000000001309	spaS30_000000001309	spaS30	25502	0
spaS30_000000001310	spaS30_000000001310	spaS30	25482	1
spaS30_000000001310	spaS223_000000000970	spaS223	25431	1
spaS30_000000001310	mh_p110_000000035419	mh_p110	23474	1
spaS30_000000001311	spaS30_000000001311	spaS30	25459	1
spaS30_000000001311	mh_p110_000000092780	mh_p110	25374	1
spaS30_000000001313	spaS30_000000001313	spaS30	25422	1
spaS30_000000001313	spaS37_000000001279	spaS37	25422	1
spaS30_000000001313	spaS222_000000001280	spaS222	25343	1
spaS30_000000001314	spaS30_000000001314	spaS30	25395	0
spaS30_000000001315	spaS30_000000001315	spaS30	25362	0
spaS30_000000001316	spaS30_000000001316	spaS30	25357	0
spaS30_000000001317	spaS30_000000001317	spaS30	25319	0
spaS30_000000001319	spaS30_000000001319	spaS30	25282	0
spaS30_000000001320	spaS30_000000001320	spaS30	25274	0
spaS30_000000001321	spaS30_000000001321	spaS30	25262	1
spaS30_000000001321	mh_p110_000000010577	mh_p110	24679	1
spaS30_000000001323	spaS30_000000001323	spaS30	25225	0
spaS30_000000001324	spaS30_000000001324	spaS30	25207	0
spaS30_000000001327	spaS30_000000001327	spaS30	25165	0
spaS30_000000001328	spaS30_000000001328	spaS30	25155	0
spaS30_000000001329	spaS30_000000001329	spaS30	25150	0
spaS30_000000001330	spaS30_000000001330	spaS30	25150	0
spaS30_000000001331	spaS30_000000001331	spaS30	25150	0
spaS30_000000001332	spaS30_000000001332	spaS30	25147	0
spaS30_000000001333	spaS30_000000001333	spaS30	25137	0
spaS30_000000001335	spaS30_000000001335	spaS30	25122	0
spaS30_000000001336	spaS30_000000001336	spaS30	25109	0
spaS30_000000001337	spaS30_000000001337	spaS30	25088	0
spaS30_000000001340	spaS30_000000001340	spaS30	25038	0
spaS30_000000001341	spaS30_000000001341	spaS30	24995	0
spaS30_000000001343	spaS30_000000001343	spaS30	24978	1
spaS30_000000001343	spaS37_000000001360	spaS37	24004	1
spaS30_000000001343	spaS223_000000000994	spaS223	24976	1
spaS30_000000001344	spaS30_000000001344	spaS30	24959	0
spaS30_000000001345	spaS30_000000001345	spaS30	24928	0
spaS30_000000001346	spaS30_000000001346	spaS30	24915	0
spaS30_000000001351	spaS30_000000001351	spaS30	24805	0
spaS30_000000001353	spaS30_000000001353	spaS30	24749	0
spaS30_000000001354	spaS30_000000001354	spaS30	24745	0
spaS30_000000001356	spaS30_000000001356	spaS30	24728	1
spaS30_000000001356	mh_p110_000000086477	mh_p110	24117	1
spaS30_000000001356	spaS37_000000001313	spaS37	24728	1
spaS30_000000001357	spaS30_000000001357	spaS30	24728	1
spaS30_000000001357	spaS223_000000001008	spaS223	24728	1
spaS30_000000001358	spaS30_000000001358	spaS30	24717	1
spaS30_000000001358	spaS37_000000001331	spaS37	24470	1
spaS30_000000001358	spaS223_000000001011	spaS223	24642	1
spaS30_000000001359	spaS30_000000001359	spaS30	24697	0
spaS30_000000001360	spaS30_000000001360	spaS30	24676	0
spaS30_000000001361	spaS30_000000001361	spaS30	24664	0
spaS30_000000001363	spaS30_000000001363	spaS30	24611	0
spaS30_000000001364	spaS30_000000001364	spaS30	24603	0
spaS30_000000001365	spaS30_000000001365	spaS30	24603	0
spaS30_000000001366	spaS30_000000001366	spaS30	24531	1
spaS30_000000001366	spaS37_000000001325	spaS37	24531	1
spaS30_000000001368	spaS30_000000001368	spaS30	24505	1
spaS30_000000001368	mh_p110_000000050718	mh_p110	20642	1
spaS30_000000001369	spaS30_000000001369	spaS30	24490	0
spaS30_000000001370	spaS30_000000001370	spaS30	24486	0
spaS30_000000001371	spaS30_000000001371	spaS30	24462	0
spaS30_000000001372	spaS30_000000001372	spaS30	24457	0
spaS30_000000001373	spaS30_000000001373	spaS30	24435	0
spaS30_000000001375	spaS30_000000001375	spaS30	24373	0
spaS30_000000001376	spaS30_000000001376	spaS30	24364	0
spaS30_000000001377	spaS30_000000001377	spaS30	24362	0
spaS30_000000001378	spaS30_000000001378	spaS30	24361	0
spaS30_000000001380	spaS30_000000001380	spaS30	24337	0
spaS30_000000001381	spaS30_000000001381	spaS30	24290	0
spaS30_000000001382	spaS30_000000001382	spaS30	24282	0
spaS30_000000001383	spaS30_000000001383	spaS30	24274	0
spaS30_000000001385	spaS30_000000001385	spaS30	24245	0
spaS30_000000001388	spaS30_000000001388	spaS30	24226	0
spaS30_000000001389	spaS30_000000001389	spaS30	24216	0
spaS30_000000001390	spaS30_000000001390	spaS30	24190	0
spaS30_000000001391	spaS30_000000001391	spaS30	24183	0
spaS30_000000001392	spaS30_000000001392	spaS30	24175	0
spaS30_000000001393	spaS30_000000001393	spaS30	24159	0
spaS30_000000001395	spaS30_000000001395	spaS30	24108	0
spaS30_000000001397	spaS30_000000001397	spaS30	24096	1
spaS30_000000001397	mh_p110_000000031826	mh_p110	19444	1
spaS30_000000001398	spaS30_000000001398	spaS30	24091	1
spaS30_000000001398	spaS37_000000001354	spaS37	24091	1
spaS30_000000001399	spaS30_000000001399	spaS30	24068	1
spaS30_000000001399	spaS37_000000001624	spaS37	19997	1
spaS30_000000001399	mh_p110_000000054141	mh_p110	23731	1
spaS30_000000001400	spaS30_000000001400	spaS30	24062	0
spaS30_000000001401	spaS30_000000001401	spaS30	24045	0
spaS30_000000001403	spaS30_000000001403	spaS30	23997	0
spaS30_000000001905	spaS30_000000001905	spaS30	17886	0
spaS30_000000001906	spaS30_000000001906	spaS30	17883	0
spaS30_000000001907	spaS30_000000001907	spaS30	17879	0
spaS30_000000001909	spaS30_000000001909	spaS30	17868	0
spaS30_000000001910	spaS30_000000001910	spaS30	17859	0
spaS30_000000001911	spaS30_000000001911	spaS30	17854	0
spaS30_000000001912	spaS30_000000001912	spaS30	17846	0
spaS30_000000001913	spaS30_000000001913	spaS30	17821	0
spaS30_000000001916	spaS30_000000001916	spaS30	17791	0
spaS30_000000001917	spaS30_000000001917	spaS30	17778	0
spaS30_000000001918	spaS30_000000001918	spaS30	17776	1
spaS30_000000001918	spaS223_000000001653	spaS223	16465	1
spaS30_000000001921	spaS30_000000001921	spaS30	17735	0
spaS30_000000001922	spaS30_000000001922	spaS30	17733	1
spaS30_000000001922	spaS37_000000001939	spaS37	16626	1
spaS30_000000001923	spaS30_000000001923	spaS30	17703	0
spaS30_000000001924	spaS30_000000001924	spaS30	17696	0
spaS30_000000001926	spaS30_000000001926	spaS30	17663	0
spaS30_000000001927	spaS30_000000001927	spaS30	17661	0
spaS30_000000001928	spaS30_000000001928	spaS30	17661	0
spaS30_000000001930	spaS30_000000001930	spaS30	17640	1
spaS30_000000001930	spaS37_000000001955	spaS37	16526	1
spaS30_000000001932	spaS30_000000001932	spaS30	17615	0
spaS30_000000001934	spaS30_000000001934	spaS30	17566	0
spaS30_000000001936	spaS30_000000001936	spaS30	17560	0
spaS30_000000001937	spaS30_000000001937	spaS30	17553	1
spaS30_000000001937	mh_p110_000000088782	mh_p110	17552	1
spaS30_000000001938	spaS30_000000001938	spaS30	17542	0
spaS30_000000001939	spaS30_000000001939	spaS30	17539	0
spaS30_000000001940	spaS30_000000001940	spaS30	17536	0
spaS30_000000001941	spaS30_000000001941	spaS30	17533	0
spaS30_000000001942	spaS30_000000001942	spaS30	17527	0
spaS30_000000001944	spaS30_000000001944	spaS30	17524	0
spaS30_000000001948	spaS30_000000001948	spaS30	17462	0
spaS30_000000001949	spaS30_000000001949	spaS30	17447	0
spaS30_000000001950	spaS30_000000001950	spaS30	17436	0
spaS30_000000001951	spaS30_000000001951	spaS30	17429	0
spaS30_000000001953	spaS30_000000001953	spaS30	17412	0
spaS30_000000001954	spaS30_000000001954	spaS30	17402	0
spaS30_000000001955	spaS30_000000001955	spaS30	17384	1
spaS30_000000001955	spaS37_000000001866	spaS37	17318	1
spaS30_000000001957	spaS30_000000001957	spaS30	17384	1
spaS30_000000001957	spaS223_000000001543	spaS223	17384	1
spaS30_000000001957	spaS222_000000001867	spaS222	16988	1
spaS30_000000001958	spaS30_000000001958	spaS30	17380	0
spaS30_000000001959	spaS30_000000001959	spaS30	17360	1
spaS30_000000001959	mh_p110_000000026087	mh_p110	16510	1
spaS30_000000001959	spaS222_000000001825	spaS222	17360	1
spaS30_000000001959	spaS223_000000002025	spaS223	13934	1
spaS30_000000001960	spaS30_000000001960	spaS30	17339	1
spaS30_000000001960	mh_p110_000000002281	mh_p110	17189	1
spaS30_000000001960	spaS222_000000001888	spaS222	16742	1
spaS30_000000001961	spaS30_000000001961	spaS30	17339	0
spaS30_000000001963	spaS30_000000001963	spaS30	17316	0
spaS30_000000001964	spaS30_000000001964	spaS30	17277	0
spaS30_000000001965	spaS30_000000001965	spaS30	17263	0
spaS30_000000001968	spaS30_000000001968	spaS30	17257	0
spaS30_000000001969	spaS30_000000001969	spaS30	17256	0
spaS30_000000001970	spaS30_000000001970	spaS30	17255	0
spaS30_000000001972	spaS30_000000001972	spaS30	17242	0
spaS30_000000001973	spaS30_000000001973	spaS30	17229	0
spaS30_000000001974	spaS30_000000001974	spaS30	17227	1
spaS30_000000001974	spaS222_000000001847	spaS222	17192	1
spaS30_000000001974	spaS223_000000001558	spaS223	17192	1
spaS30_000000001975	spaS30_000000001975	spaS30	17226	0
spaS30_000000001976	spaS30_000000001976	spaS30	17213	1
spaS30_000000001976	mh_p110_000000032221	mh_p110	17132	1
spaS30_000000001977	spaS30_000000001977	spaS30	17192	0
spaS30_000000001978	spaS30_000000001978	spaS30	17192	0
spaS30_000000001982	spaS30_000000001982	spaS30	17147	0
spaS30_000000001983	spaS30_000000001983	spaS30	17135	0
spaS30_000000001984	spaS30_000000001984	spaS30	17134	0
spaS30_000000001985	spaS30_000000001985	spaS30	17122	1
spaS30_000000001985	mh_p110_000000004231	mh_p110	16571	1
spaS30_000000001986	spaS30_000000001986	spaS30	17122	0
spaS30_000000001987	spaS30_000000001987	spaS30	17121	1
spaS30_000000001987	spaS223_000000001570	spaS223	17120	1
spaS30_000000001988	spaS30_000000001988	spaS30	17112	0
spaS30_000000001989	spaS30_000000001989	spaS30	17111	1
spaS30_000000001989	mh_p110_000000077925	mh_p110	16886	1
spaS30_000000001990	spaS30_000000001990	spaS30	17101	0
spaS30_000000001991	spaS30_000000001991	spaS30	17100	0
spaS30_000000001993	spaS30_000000001993	spaS30	17095	0
spaS30_000000001994	spaS30_000000001994	spaS30	17093	0
spaS30_000000001995	spaS30_000000001995	spaS30	17072	0
spaS30_000000001996	spaS30_000000001996	spaS30	17072	0
spaS30_000000001997	spaS30_000000001997	spaS30	17069	0
spaS30_000000001998	spaS30_000000001998	spaS30	17057	0
spaS30_000000001999	spaS30_000000001999	spaS30	17049	0
spaS30_000000002000	spaS30_000000002000	spaS30	17041	0
spaS30_000000002001	spaS30_000000002001	spaS30	17007	1
spaS30_000000002001	spaS37_000000001965	spaS37	16430	1
spaS30_000000002003	spaS30_000000002003	spaS30	16979	0
spaS30_000000002004	spaS30_000000002004	spaS30	16968	0
spaS30_000000002405	spaS30_000000002405	spaS30	13871	0
spaS30_000000002406	spaS30_000000002406	spaS30	13852	0
spaS30_000000002407	spaS30_000000002407	spaS30	13849	0
spaS30_000000002408	spaS30_000000002408	spaS30	13848	0
spaS30_000000002409	spaS30_000000002409	spaS30	13843	0
spaS30_000000002410	spaS30_000000002410	spaS30	13843	0
spaS30_000000002411	spaS30_000000002411	spaS30	13824	0
spaS30_000000002412	spaS30_000000002412	spaS30	13821	0
spaS30_000000002414	spaS30_000000002414	spaS30	13812	0
spaS30_000000002415	spaS30_000000002415	spaS30	13811	0
spaS30_000000002417	spaS30_000000002417	spaS30	13808	1
spaS30_000000002417	spaS37_000000002312	spaS37	13713	1
spaS30_000000002418	spaS30_000000002418	spaS30	13803	0
