cluster_id	source_group	member_id	call	participant
spaS115_000000003722	spaS156	spaS156_000000003537	virus	p431
spaS2_000000001852	spaS2	spaS2_000000001852	virus	p431
spaS2_000000001852	spaS3	spaS3_000000001172	plasmid	p431
spaS2_000000001852	spaS156	spaS156_000000001757	plasmid	p431
spaS2_000000001852	spaS243	spaS243_000000001304	plasmid	p431
spaS158_000000002787	spaS158	spaS158_000000002787	virus	p431
spaS158_000000002787	spaS244	spaS244_000000001250	plasmid	p431
spaS78_000000010057	spaS96	spaS96_000000001520	plasmid	p431
spaS78_000000010057	spaS115	spaS115_000000001107	plasmid	p431
spaS78_000000010057	spaS204	spaS204_000000002834	virus	p431
spaS158_000000003187	spaS158	spaS158_000000003187	plasmid	p431
spaS158_000000003187	spaS127	spaS127_000000001604	virus	p431
spaS158_000000003187	spaS156	spaS156_000000001747	virus	p431
spaS158_000000003187	spaS100	spaS100_000000001173	virus	p431
spaS16_000000001462	spaS16	spaS16_000000001462	virus	p431
spaS16_000000001462	spaS10	spaS10_000000000511	plasmid	p431
spaS16_000000001462	spaS233	spaS233_000000000521	plasmid	p431
spaS16_000000001462	spaS236	spaS236_000000000938	virus	p431
spaS16_000000001462	spaS238	spaS238_000000000480	plasmid	p431
spaS16_000000001462	spaS226	spaS226_000000000470	plasmid	p431
spaS211_000000002944	spaS211	spaS211_000000002944	virus	p431
spaS211_000000002944	spaS3	spaS3_000000000994	virus	p431
spaS211_000000002944	spaS158	spaS158_000000000747	plasmid	p431
spaS211_000000002944	spaS96	spaS96_000000000530	plasmid	p431
spaS211_000000002944	spaS226	spaS226_000000001795	virus	p431
spaS211_000000002944	spaS242	spaS242_000000001555	virus	p431
spaS16_000000004953	spaS127	spaS127_000000001336	virus	p431
spaS16_000000004953	spaS78	spaS78_000000004042	plasmid	p431
spaS16_000000004953	spaS233	spaS233_000000003304	virus	p431
spaS186_000000002971	spaS186	spaS186_000000002971	virus	p431
spaS186_000000002971	spaS156	spaS156_000000001248	plasmid	p431
spaS186_000000002971	spaS244	spaS244_000000002379	virus	p431
spaS244_000000000966	spaS244	spaS244_000000000966	virus	p431
spaS244_000000000966	spaS26	spaS26_000000000331	plasmid	p431
spaS26_000000002920	spaS26	spaS26_000000002920	plasmid	p431
spaS26_000000002920	spaS70	spaS70_000000001161	virus	p431
spaS233_000000005445	spaS78	spaS78_000000002584	virus	p431
spaS233_000000005445	spaS16	spaS16_000000002737	virus	p431
spaS233_000000005445	spaS186	spaS186_000000004059	plasmid	p431
spaS110_000000001945	spaS110	spaS110_000000001945	virus	p431
spaS110_000000001945	spaS243	spaS243_000000001929	plasmid	p431
spaS110_000000001945	spaS123	spaS123_000000002593	plasmid	p431
spaS244_000000008382	spaS77	spaS77_000000003318	plasmid	p431
spaS244_000000008382	spaS233	spaS233_000000001962	virus	p431
spaS83_000000001815	spaS83	spaS83_000000001815	virus	p431
spaS83_000000001815	spaS96	spaS96_000000001743	virus	p431
spaS83_000000001815	spaS127	spaS127_000000001801	plasmid	p431
spaS26_000000002587	spaS77	spaS77_000000003658	virus	p431
spaS26_000000002587	spaS83	spaS83_000000002139	plasmid	p431
spaS26_000000002587	spaS100	spaS100_000000001507	plasmid	p431
spaS26_000000002587	spaS66	spaS66_000000001780	plasmid	p431
spaS210_000000002465	spaS210	spaS210_000000002465	virus	p431
spaS210_000000002465	spaS142	spaS142_000000000904	plasmid	p431
spaS81_000000001082	spaS81	spaS81_000000001082	plasmid	p431
spaS81_000000001082	spaS204	spaS204_000000001183	virus	p431
spaS81_000000001130	spaS81	spaS81_000000001130	virus	p431
spaS81_000000001130	spaS210	spaS210_000000000786	plasmid	p431
spaS81_000000001130	spaS186	spaS186_000000000715	plasmid	p431
spaS66_000000024050	spaS78	spaS78_000000003437	plasmid	p431
spaS66_000000024050	spaS242	spaS242_000000001047	virus	p431
spaS226_000000001861	spaS229	spaS229_000000001878	virus	p431
spaS226_000000001861	spaS16	spaS16_000000001441	plasmid	p431
spaS127_000000002487	spaS127	spaS127_000000002487	virus	p431
spaS127_000000002487	spaS83	spaS83_000000000621	plasmid	p431
spaS156_000000000831	spaS26	spaS26_000000000683	plasmid	p431
spaS156_000000000831	spaS2	spaS2_000000000027	virus	p431
spaS156_000000000831	spaS83	spaS83_000000000029	virus	p431
spaS156_000000000831	spaS244	spaS244_000000000058	virus	p431
spaS156_000000000831	spaS3	spaS3_000000000029	virus	p431
spaS156_000000000831	spaS70	spaS70_000000000042	virus	p431
spaS156_000000000831	spaS65	spaS65_000000000083	virus	p431
spaS158_000000005304	spaS127	spaS127_000000002294	plasmid	p431
spaS158_000000005304	spaS16	spaS16_000000002450	plasmid	p431
spaS158_000000005304	spaS236	spaS236_000000002355	virus	p431
mh_p470_000000014153	spaS230	spaS230_000000000518	plasmid	p470
mh_p470_000000014153	spaS234	spaS234_000000000870	virus	p470
mh_p470_000000071645	spaS17	spaS17_000000002051	plasmid	p470
mh_p470_000000071645	spaS38	spaS38_000000001736	plasmid	p470
mh_p470_000000071645	spaS14	spaS14_000000001244	virus	p470
mh_p470_000000071645	spaS45	spaS45_000000001250	plasmid	p470
spaS21_000000001896	spaS21	spaS21_000000001896	virus	p470
spaS21_000000001896	spaS17	spaS17_000000001708	plasmid	p470
spaS143_000000001002	spaS143	spaS143_000000001002	virus	p470
spaS143_000000001002	spaS230	spaS230_000000000168	plasmid	p470
spaS38_000000002468	spaS38	spaS38_000000002468	virus	p470
spaS38_000000002468	spaS56	spaS56_000000000292	plasmid	p470
spaS38_000000002468	spaS120	spaS120_000000000559	plasmid	p470
spaS230_000000003462	spaS230	spaS230_000000003462	virus	p470
spaS230_000000003462	mh_p470	mh_p470_000000024840	virus	p470
spaS230_000000003462	spaS60	spaS60_000000001175	plasmid	p470
spaS60_000000001306	spaS60	spaS60_000000001306	plasmid	p470
spaS60_000000001306	spaS13	spaS13_000000000863	plasmid	p470
spaS60_000000001306	spaS14	spaS14_000000001782	plasmid	p470
spaS60_000000001306	spaS230	spaS230_000000000900	virus	p470
spaS8_000000003312	spaS14	spaS14_000000002030	plasmid	p470
spaS8_000000003312	spaS143	spaS143_000000000727	plasmid	p470
spaS8_000000003312	spaS234	spaS234_000000003282	virus	p470
spaS17_000000010214	mh_p470	mh_p470_000000066730	plasmid	p470
spaS17_000000010214	spaS14	spaS14_000000002483	virus	p470
spaS17_000000010214	spaS38	spaS38_000000002661	virus	p470
spaS21_000000002726	spaS21	spaS21_000000002726	plasmid	p470
spaS21_000000002726	spaS14	spaS14_000000001942	virus	p470
mh_p470_000000020398	mh_p470	mh_p470_000000020398	plasmid	p470
mh_p470_000000020398	spaS230	spaS230_000000002829	virus	p470
mh_p470_000000008836	mh_p470	mh_p470_000000008836	virus	p470
mh_p470_000000008836	spaS120	spaS120_000000000834	plasmid	p470
mh_p470_000000011222	mh_p470	mh_p470_000000011222	plasmid	p470
mh_p470_000000011222	spaS143	spaS143_000000000294	virus	p470
mh_p470_000000011222	spaS151	spaS151_000000000400	virus	p470
mh_p470_000000026581	mh_p470	mh_p470_000000026581	virus	p470
mh_p470_000000026581	spaS230	spaS230_000000000146	plasmid	p470
spaS13_000000002139	spaS13	spaS13_000000002139	virus	p470
spaS13_000000002139	mh_p470	mh_p470_000000017544	plasmid	p470
spaS8_000000001470	spaS8	spaS8_000000001470	virus	p470
spaS8_000000001470	spaS230	spaS230_000000001537	plasmid	p470
spaS14_000000002877	spaS14	spaS14_000000002877	plasmid	p470
spaS14_000000002877	spaS56	spaS56_000000001349	plasmid	p470
spaS14_000000002877	spaS21	spaS21_000000001375	virus	p470
spaS38_000000001478	spaS38	spaS38_000000001478	plasmid	p470
spaS38_000000001478	spaS14	spaS14_000000001663	virus	p470
mh_p470_000000016506	mh_p470	mh_p470_000000016506	virus	p470
mh_p470_000000016506	spaS120	spaS120_000000000204	plasmid	p470
spaS64_000000002041	mh_p470	mh_p470_000000005649	plasmid	p470
spaS64_000000002041	spaS60	spaS60_000000001173	virus	p470
spaS64_000000003422	spaS21	spaS21_000000001948	plasmid	p470
spaS64_000000003422	spaS38	spaS38_000000002109	virus	p470
spaS231_000000007357	spaS32	spaS32_000000005032	virus	p523
spaS231_000000007357	spaS52	spaS52_000000003539	plasmid	p523
spaS52_000000003469	spaS52	spaS52_000000003469	plasmid	p523
spaS52_000000003469	mh_p523	mh_p523_000000133696	virus	p523
spaS237_000000003524	spaS237	spaS237_000000003524	virus	p523
spaS237_000000003524	spaS50	spaS50_000000002128	plasmid	p523
spaS32_000000011814	mh_p523	mh_p523_000000098592	virus	p523
spaS32_000000011814	spaS5	spaS5_000000002957	plasmid	p523
spaS239_000000003375	spaS239	spaS239_000000003375	virus	p523
spaS239_000000003375	mh_p523	mh_p523_000000052667	plasmid	p523
spaS32_000000006776	spaS32	spaS32_000000006776	virus	p523
spaS32_000000006776	spaS237	spaS237_000000000647	plasmid	p523
spaS237_000000000851	spaS237	spaS237_000000000851	virus	p523
spaS237_000000000851	spaS239	spaS239_000000000235	plasmid	p523
spaS231_000000013902	spaS52	spaS52_000000006726	virus	p523
spaS231_000000013902	spaS237	spaS237_000000002185	plasmid	p523
spaS231_000000002608	spaS231	spaS231_000000002608	virus	p523
spaS231_000000002608	spaS50	spaS50_000000001285	plasmid	p523
spaS52_000000004731	mh_p523	mh_p523_000000072526	plasmid	p523
spaS52_000000004731	spaS5	spaS5_000000003094	plasmid	p523
spaS52_000000004731	spaS67	spaS67_000000001380	virus	p523
spaS50_000000002403	spaS237	spaS237_000000001784	virus	p523
spaS50_000000002403	spaS67	spaS67_000000000652	plasmid	p523
spaS231_000000002028	spaS231	spaS231_000000002028	virus	p523
spaS231_000000002028	mh_p523	mh_p523_000000031012	plasmid	p523
spaS67_000000004277	spaS50	spaS50_000000003845	plasmid	p523
spaS67_000000004277	mh_p523	mh_p523_000000066148	virus	p523
spaS52_000000006827	spaS52	spaS52_000000006827	virus	p523
spaS52_000000006827	spaS5	spaS5_000000004825	virus	p523
spaS52_000000006827	spaS231	spaS231_000000002248	virus	p523
spaS52_000000006827	spaS237	spaS237_000000001196	plasmid	p523
mh_p523_000000118464	mh_p523	mh_p523_000000118464	virus	p523
mh_p523_000000118464	spaS5	spaS5_000000005979	plasmid	p523
spaS52_000000004874	spaS52	spaS52_000000004874	virus	p523
spaS52_000000004874	spaS32	spaS32_000000003192	plasmid	p523
spaS52_000000004874	spaS245	spaS245_000000001974	plasmid	p523
mh_p523_000000040597	mh_p523	mh_p523_000000040597	plasmid	p523
mh_p523_000000040597	spaS32	spaS32_000000002597	virus	p523
spaS231_000000002085	spaS231	spaS231_000000002085	virus	p523
spaS231_000000002085	mh_p523	mh_p523_000000111363	plasmid	p523
mh_p523_000000087820	mh_p523	mh_p523_000000087820	virus	p523
mh_p523_000000087820	spaS50	spaS50_000000001332	virus	p523
mh_p523_000000087820	spaS245	spaS245_000000000546	plasmid	p523
spaS52_000000005811	spaS52	spaS52_000000005811	virus	p523
spaS52_000000005811	spaS50	spaS50_000000002841	plasmid	p523
spaS239_000000002862	spaS239	spaS239_000000002862	virus	p523
spaS239_000000002862	spaS50	spaS50_000000002798	plasmid	p523
spaS231_000000007292	spaS231	spaS231_000000007292	plasmid	p523
spaS231_000000007292	mh_p523	mh_p523_000000096689	virus	p523
spaS32_000000001797	spaS32	spaS32_000000001797	plasmid	p523
spaS32_000000001797	spaS231	spaS231_000000002269	virus	p523
spaS5_000000003746	mh_p523	mh_p523_000000034513	plasmid	p523
spaS5_000000003746	spaS50	spaS50_000000003381	virus	p523
mh_p523_000000005569	mh_p523	mh_p523_000000005569	plasmid	p523
mh_p523_000000005569	spaS5	spaS5_000000006112	virus	p523
spaS32_000000001482	spaS32	spaS32_000000001482	plasmid	p523
spaS32_000000001482	spaS52	spaS52_000000001896	virus	p523
mh_p550_000000013841	mh_p550	mh_p550_000000013841	virus	p550
mh_p550_000000013841	spaS33	spaS33_000000000500	plasmid	p550
mh_p550_000000054027	mh_p550	mh_p550_000000054027	virus	p550
mh_p550_000000054027	spaS33	spaS33_000000001033	virus	p550
mh_p550_000000054027	spaS254	spaS254_000000001191	plasmid	p550
spaS256_000000003537	spaS256	spaS256_000000003537	virus	p550
spaS256_000000003537	mh_p550	mh_p550_000000031545	plasmid	p550
spaS256_000000005066	mh_p550	mh_p550_000000090563	virus	p550
spaS256_000000005066	spaS255	spaS255_000000000366	plasmid	p550
spaS256_000000002546	spaS256	spaS256_000000002546	virus	p550
spaS256_000000002546	spaS254	spaS254_000000001430	plasmid	p550
mh_p550_000000029256	mh_p550	mh_p550_000000029256	virus	p550
mh_p550_000000029256	spaS53	spaS53_000000000933	virus	p550
mh_p550_000000029256	spaS33	spaS33_000000000446	plasmid	p550
mh_p550_000000029256	spaS254	spaS254_000000001092	plasmid	p550
mh_p550_000000029256	spaS256	spaS256_000000000919	plasmid	p550
spaS53_000000007708	mh_p550	mh_p550_000000075975	virus	p550
spaS53_000000007708	spaS254	spaS254_000000002969	plasmid	p550
spaS53_000000007708	spaS255	spaS255_000000001282	virus	p550
spaS47_000000001963	spaS47	spaS47_000000001963	virus	p550
spaS47_000000001963	spaS58	spaS58_000000003029	virus	p550
spaS47_000000001963	spaS53	spaS53_000000001214	plasmid	p550
spaS47_000000001963	spaS254	spaS254_000000003548	virus	p550
spaS256_000000001695	spaS256	spaS256_000000001695	virus	p550
spaS256_000000001695	mh_p550	mh_p550_000000077976	plasmid	p550
spaS256_000000001695	spaS58	spaS58_000000000990	plasmid	p550
mh_p550_000000007616	mh_p550	mh_p550_000000007939	plasmid	p550
mh_p550_000000007616	mh_p550	mh_p550_000000026295	virus	p550
mh_p550_000000010625	mh_p550	mh_p550_000000010625	virus	p550
mh_p550_000000010625	spaS47	spaS47_000000001714	plasmid	p550
mh_p550_000000040236	spaS33	spaS33_000000001377	virus	p550
mh_p550_000000040236	spaS58	spaS58_000000000486	plasmid	p550
spaS277_000000002742	spaS277	spaS277_000000002742	virus	p584
spaS277_000000002742	spaS276	spaS276_000000000818	plasmid	p584
spaS276_000000003173	spaS276	spaS276_000000003173	virus	p584
spaS276_000000003173	spaS277	spaS277_000000004366	virus	p584
spaS276_000000003173	spaS266	spaS266_000000001683	plasmid	p584
spaS276_000000003173	spaS264	spaS264_000000001573	plasmid	p584
spaS276_000000003747	spaS276	spaS276_000000003747	virus	p584
spaS276_000000003747	mh_p584	mh_p584_000000069861	plasmid	p584
spaS266_000000001692	spaS266	spaS266_000000001692	virus	p584
spaS266_000000001692	mh_p584	mh_p584_000000028284	plasmid	p584
spaS277_000000004789	spaS277	spaS277_000000004789	virus	p584
spaS277_000000004789	mh_p584	mh_p584_000000069100	plasmid	p584
spaS275_000000002455	spaS275	spaS275_000000002455	virus	p584
spaS275_000000002455	spaS276	spaS276_000000001896	plasmid	p584
spaS275_000000002455	spaS266	spaS266_000000001979	plasmid	p584
spaS275_000000003756	spaS275	spaS275_000000003756	virus	p584
spaS275_000000003756	spaS264	spaS264_000000001437	plasmid	p584
mh_p584_000000037701	mh_p584	mh_p584_000000037701	plasmid	p584
mh_p584_000000037701	spaS264	spaS264_000000001253	virus	p584
spaS276_000000000848	spaS276	spaS276_000000000848	plasmid	p584
spaS276_000000000848	mh_p584	mh_p584_000000010651	virus	p584
spaS276_000000000848	spaS277	spaS277_000000000984	virus	p584
spaS277_000000004848	spaS277	spaS277_000000004848	virus	p584
spaS277_000000004848	spaS276	spaS276_000000001673	plasmid	p584
spaS276_000000002807	spaS276	spaS276_000000002807	virus	p584
spaS276_000000002807	spaS265	spaS265_000000000236	plasmid	p584
spaS276_000000002807	spaS264	spaS264_000000001183	plasmid	p584
spaS275_000000000975	spaS275	spaS275_000000000975	virus	p584
spaS275_000000000975	mh_p584	mh_p584_000000033587	plasmid	p584
spaS275_000000000975	spaS276	spaS276_000000000369	plasmid	p584
spaS275_000000004784	mh_p584	mh_p584_000000045529	virus	p584
spaS275_000000004784	spaS276	spaS276_000000003131	virus	p584
spaS275_000000004784	spaS277	spaS277_000000001964	plasmid	p584
spaS264_000000001512	spaS264	spaS264_000000001512	virus	p584
spaS264_000000001512	spaS266	spaS266_000000001398	plasmid	p584
spaS264_000000003027	spaS264	spaS264_000000003027	virus	p584
spaS264_000000003027	spaS276	spaS276_000000000759	plasmid	p584
spaS276_000000002959	spaS276	spaS276_000000002959	plasmid	p584
spaS276_000000002959	mh_p584	mh_p584_000000014144	virus	p584
mh_p584_000000023251	mh_p584	mh_p584_000000023251	plasmid	p584
mh_p584_000000023251	spaS266	spaS266_000000002096	virus	p584
spaS168_000000003686	spaS168	spaS168_000000003686	virus	p601
spaS168_000000003686	spaS178	spaS178_000000002837	plasmid	p601
spaS168_000000002644	spaS168	spaS168_000000002644	virus	p601
spaS168_000000002644	spaS178	spaS178_000000000532	plasmid	p601
spaS140_000000002892	spaS140	spaS140_000000002892	plasmid	p601
spaS140_000000002892	spaS108	spaS108_000000001663	virus	p601
spaS124_000000001991	spaS124	spaS124_000000001991	plasmid	p601
spaS124_000000001991	spaS178	spaS178_000000002927	plasmid	p601
spaS124_000000001991	spaS161	spaS161_000000002263	plasmid	p601
spaS124_000000001991	spaS164	spaS164_000000002542	plasmid	p601
spaS124_000000001991	spaS168	spaS168_000000001317	virus	p601
spaS124_000000001991	spaS108	spaS108_000000000775	virus	p601
spaS164_000000002745	spaS164	spaS164_000000002745	virus	p601
spaS164_000000002745	spaS168	spaS168_000000001277	plasmid	p601
spaS159_000000003739	spaS131	spaS131_000000000890	virus	p601
spaS159_000000003739	spaS116	spaS116_000000000987	plasmid	p601
spaS159_000000003739	spaS108	spaS108_000000001085	virus	p601
spaS159_000000003739	spaS124	spaS124_000000001231	plasmid	p601
spaS159_000000003739	spaS164	spaS164_000000001796	virus	p601
spaS159_000000003739	spaS144	spaS144_000000001221	virus	p601
spaS161_000000003474	spaS161	spaS161_000000003474	plasmid	p601
spaS161_000000003474	spaS168	spaS168_000000005024	virus	p601
spaS161_000000003474	mh_p601	mh_p601_000000125186	plasmid	p601
spaS161_000000003474	spaS6	spaS6_000000001485	plasmid	p601
spaS161_000000003474	spaS140	spaS140_000000001888	plasmid	p601
mh_p601_000000080453	mh_p601	mh_p601_000000080453	virus	p601
mh_p601_000000080453	spaS161	spaS161_000000002555	virus	p601
mh_p601_000000080453	spaS178	spaS178_000000003191	virus	p601
mh_p601_000000080453	spaS159	spaS159_000000002268	virus	p601
mh_p601_000000080453	spaS168	spaS168_000000001774	plasmid	p601
mh_p601_000000005718	mh_p601	mh_p601_000000085599	virus	p601
mh_p601_000000005718	spaS161	spaS161_000000002341	plasmid	p601
spaS168_000000003864	spaS168	spaS168_000000003864	virus	p601
spaS168_000000003864	spaS219	spaS219_000000000468	plasmid	p601
spaS168_000000004778	spaS168	spaS168_000000004778	plasmid	p601
spaS168_000000004778	spaS178	spaS178_000000000071	virus	p601
spaS168_000000004778	spaS168	spaS168_000000000086	virus	p601
spaS168_000000004778	spaS178	spaS178_000000003610	plasmid	p601
mh_p601_000000083127	mh_p601	mh_p601_000000083127	virus	p601
mh_p601_000000083127	spaS164	spaS164_000000001187	plasmid	p601
mh_p601_000000083127	spaS178	spaS178_000000002105	plasmid	p601
mh_p601_000000098786	mh_p601	mh_p601_000000098786	virus	p601
mh_p601_000000098786	spaS178	spaS178_000000001473	plasmid	p601
spaS159_000000002267	spaS159	spaS159_000000002267	plasmid	p601
spaS159_000000002267	spaS140	spaS140_000000002910	plasmid	p601
spaS159_000000002267	spaS161	spaS161_000000003170	plasmid	p601
spaS159_000000002267	spaS6	spaS6_000000002933	plasmid	p601
spaS159_000000002267	spaS164	spaS164_000000003906	virus	p601
spaS159_000000002267	spaS116	spaS116_000000002092	plasmid	p601
spaS159_000000002267	spaS178	spaS178_000000002520	plasmid	p601
mh_p601_000000034479	mh_p601	mh_p601_000000034479	virus	p601
mh_p601_000000034479	spaS178	spaS178_000000001341	plasmid	p601
mh_p601_000000037093	mh_p601	mh_p601_000000037093	plasmid	p601
mh_p601_000000037093	spaS168	spaS168_000000000935	virus	p601
mh_p601_000000037093	spaS219	spaS219_000000000818	virus	p601
mh_p601_000000037093	spaS164	spaS164_000000000828	virus	p601
mh_p601_000000037093	spaS178	spaS178_000000000846	virus	p601
spaS6_000000003416	spaS6	spaS6_000000003416	virus	p601
spaS6_000000003416	spaS159	spaS159_000000001740	plasmid	p601
spaS116_000000001750	spaS116	spaS116_000000001750	plasmid	p601
spaS116_000000001750	mh_p601	mh_p601_000000059294	plasmid	p601
spaS116_000000001750	spaS144	spaS144_000000002812	plasmid	p601
spaS116_000000001750	spaS140	spaS140_000000003631	virus	p601
spaS116_000000001750	spaS161	spaS161_000000003659	plasmid	p601
spaS124_000000001341	spaS124	spaS124_000000001341	plasmid	p601
spaS124_000000001341	spaS140	spaS140_000000001152	virus	p601
spaS178_000000003899	spaS178	spaS178_000000003899	plasmid	p601
spaS178_000000003899	spaS159	spaS159_000000002906	virus	p601
spaS178_000000003899	spaS108	spaS108_000000002444	plasmid	p601
spaS168_000000006172	spaS168	spaS168_000000006172	plasmid	p601
spaS168_000000006172	mh_p601	mh_p601_000000041208	virus	p601
spaS168_000000006172	spaS168	spaS168_000000000113	virus	p601
spaS168_000000006172	spaS178	spaS178_000000000095	virus	p601
spaS168_000000006172	spaS219	spaS219_000000000063	virus	p601
spaS168_000000006172	spaS178	spaS178_000000004738	plasmid	p601
spaS140_000000002981	spaS140	spaS140_000000002981	virus	p601
spaS140_000000002981	spaS159	spaS159_000000001274	plasmid	p601
spaS6_000000000813	spaS6	spaS6_000000000813	plasmid	p601
spaS6_000000000813	spaS131	spaS131_000000000707	virus	p601
spaS140_000000000986	spaS140	spaS140_000000000986	virus	p601
spaS140_000000000986	spaS124	spaS124_000000000854	plasmid	p601
spaS168_000000004595	spaS168	spaS168_000000004595	virus	p601
spaS168_000000004595	spaS108	spaS108_000000002179	plasmid	p601
spaS131_000000001585	spaS131	spaS131_000000001585	plasmid	p601
spaS131_000000001585	spaS108	spaS108_000000002292	virus	p601
spaS131_000000001612	spaS131	spaS131_000000001612	virus	p601
spaS131_000000001612	spaS178	spaS178_000000001556	plasmid	p601
spaS116_000000001840	spaS116	spaS116_000000001840	plasmid	p601
spaS116_000000001840	mh_p601	mh_p601_000000012148	virus	p601
spaS116_000000001840	spaS168	spaS168_000000005545	virus	p601
spaS105_000000001215	spaS105	spaS105_000000001215	virus	p644
spaS105_000000001215	spaS182	spaS182_000000001126	plasmid	p644
spaS182_000000002307	spaS182	spaS182_000000002307	virus	p644
spaS182_000000002307	mh_p644	mh_p644_000000015989	plasmid	p644
spaS182_000000001290	spaS182	spaS182_000000001290	virus	p644
spaS182_000000001290	mh_p644	mh_p644_000000050501	plasmid	p644
spaS105_000000000696	spaS105	spaS105_000000000696	virus	p644
spaS105_000000000696	mh_p644	mh_p644_000000015776	virus	p644
spaS105_000000000696	spaS145	spaS145_000000000241	plasmid	p644
spaS105_000000000696	spaS173	spaS173_000000000396	plasmid	p644
spaS105_000000000696	spaS105	spaS105_000000000140	plasmid	p644
spaS105_000000000696	spaS145	spaS145_000000001553	virus	p644
spaS105_000000000696	spaS173	spaS173_000000001934	virus	p644
spaS182_000000001415	spaS182	spaS182_000000001415	virus	p644
spaS182_000000001415	mh_p644	mh_p644_000000004067	plasmid	p644
spaS246_000000001287	mh_p644	mh_p644_000000057268	plasmid	p644
spaS246_000000001287	spaS94	spaS94_000000001795	virus	p644
spaS246_000000001322	mh_p644	mh_p644_000000032275	virus	p644
spaS246_000000001322	spaS145	spaS145_000000003170	plasmid	p644
spaS246_000000001322	spaS152	spaS152_000000002982	plasmid	p644
mh_p644_000000054884	mh_p644	mh_p644_000000054884	plasmid	p644
mh_p644_000000054884	spaS182	spaS182_000000002467	virus	p644
spaS145_000000001480	spaS145	spaS145_000000001480	virus	p644
spaS145_000000001480	spaS152	spaS152_000000001710	virus	p644
spaS145_000000001480	spaS179	spaS179_000000001470	virus	p644
spaS145_000000001480	spaS182	spaS182_000000001500	virus	p644
spaS145_000000001480	mh_p644	mh_p644_000000036030	plasmid	p644
spaS145_000000001480	spaS173	spaS173_000000001808	virus	p644
spaS179_000000001908	spaS179	spaS179_000000001908	virus	p644
spaS179_000000001908	spaS94	spaS94_000000001401	plasmid	p644
spaS179_000000001908	spaS173	spaS173_000000002153	virus	p644
spaS179_000000001908	spaS112	spaS112_000000001272	virus	p644
spaS179_000000002826	spaS179	spaS179_000000002826	virus	p644
spaS179_000000002826	mh_p644	mh_p644_000000038530	plasmid	p644
spaS152_000000002309	spaS152	spaS152_000000002309	virus	p644
spaS152_000000002309	spaS182	spaS182_000000000604	plasmid	p644
spaS173_000000003954	spaS173	spaS173_000000003954	plasmid	p644
spaS173_000000003954	mh_p644	mh_p644_000000043095	virus	p644
spaS246_000000000520	spaS246	spaS246_000000000520	virus	p644
spaS246_000000000520	spaS86	spaS86_000000000212	plasmid	p644
spaS246_000000000520	spaS87	spaS87_000000000169	plasmid	p644
mh_p644_000000045285	mh_p644	mh_p644_000000045285	virus	p644
mh_p644_000000045285	spaS179	spaS179_000000001171	plasmid	p644
spaS105_000000001773	spaS105	spaS105_000000001773	virus	p644
spaS105_000000001773	mh_p644	mh_p644_000000076793	plasmid	p644
spaS152_000000002068	spaS152	spaS152_000000002068	virus	p644
spaS152_000000002068	spaS182	spaS182_000000000788	plasmid	p644
spaS152_000000002096	mh_p644	mh_p644_000000010669	plasmid	p644
spaS152_000000002096	spaS173	spaS173_000000001681	virus	p644
spaS105_000000001138	spaS105	spaS105_000000001138	virus	p644
spaS105_000000001138	spaS145	spaS145_000000001737	plasmid	p644
spaS280_000000002175	spaS280	spaS280_000000002175	virus	p654
spaS280_000000002175	spaS279	spaS279_000000001340	plasmid	p654
spaS280_000000002175	spaS278	spaS278_000000001523	plasmid	p654
spaS284_000000002750	spaS284	spaS284_000000002750	virus	p654
spaS284_000000002750	spaS283	spaS283_000000000679	plasmid	p654
spaS284_000000002750	spaS280	spaS280_000000000924	plasmid	p654
spaS284_000000002750	spaS281	spaS281_000000000693	plasmid	p654
spaS284_000000002750	spaS285	spaS285_000000000620	plasmid	p654
spaS279_000000001133	spaS280	spaS280_000000001425	virus	p654
spaS279_000000001133	spaS278	spaS278_000000001347	virus	p654
spaS279_000000001133	spaS283	spaS283_000000000598	plasmid	p654
spaS279_000000002639	spaS279	spaS279_000000002639	virus	p654
spaS279_000000002639	spaS280	spaS280_000000001535	plasmid	p654
spaS279_000000002753	spaS279	spaS279_000000002753	virus	p654
spaS279_000000002753	spaS284	spaS284_000000002346	plasmid	p654
spaS241_000000007497	spaS147	spaS147_000000001705	virus	p722
spaS241_000000007497	spaS132	spaS132_000000000765	plasmid	p722
spaS85_000000002509	spaS85	spaS85_000000002509	virus	p722
spaS85_000000002509	spaS147	spaS147_000000001115	plasmid	p722
mh_p722_000000067419	mh_p722	mh_p722_000000067419	virus	p722
mh_p722_000000067419	spaS241	spaS241_000000001395	plasmid	p722
spaS147_000000002415	spaS147	spaS147_000000002415	virus	p722
spaS147_000000002415	spaS132	spaS132_000000000590	plasmid	p722
spaS147_000000002415	spaS241	spaS241_000000000684	plasmid	p722
spaS147_000000002325	spaS147	spaS147_000000002325	virus	p722
spaS147_000000002325	mh_p722	mh_p722_000000021244	plasmid	p722
spaS92_000000000794	spaS92	spaS92_000000000794	virus	p722
spaS92_000000000794	spaS147	spaS147_000000000409	plasmid	p722
mh_p722_000000114965	mh_p722	mh_p722_000000114965	virus	p722
mh_p722_000000114965	spaS85	spaS85_000000000889	plasmid	p722
mh_p722_000000114646	mh_p722	mh_p722_000000114646	virus	p722
mh_p722_000000114646	spaS192	spaS192_000000001268	plasmid	p722
spaS147_000000002571	spaS147	spaS147_000000002571	virus	p722
