cluster_id	source_group	member_id	call	participant
spaS16___10941	spaS81	spaS81___120051	vanY gene in vanB cluster	p431
spaS16___10941	spaS115	spaS115___114551	vanY gene in vanB cluster	p431
spaS16___10941	spaS123	spaS123___135293	vanY gene in vanG cluster	p431
spaS16___10941	spaS127	spaS127___84906	vanY gene in vanB cluster	p431
spaS16___10941	spaS156	spaS156___126073	vanY gene in vanB cluster	p431
spaS16___10941	spaS204	spaS204___110192	vanY gene in vanB cluster	p431
spaS16___10941	spaS210	spaS210___41067	vanY gene in vanB cluster	p431
spaS16___10941	spaS211	spaS211___116818	vanY gene in vanB cluster	p431
spaS16___10941	spaS229	spaS229___70080	vanY gene in vanB cluster	p431
spaS16___10941	spaS233	spaS233___87651	vanY gene in vanB cluster	p431
spaS16___10941	spaS236	spaS236___79880	vanY gene in vanB cluster	p431
spaS2___64846	spaS2	spaS2___64846	vanY gene in vanG cluster	p431
spaS2___64846	spaS26	spaS26___108688	vanY gene in vanG cluster	p431
spaS2___64846	spaS65	spaS65___107143	vanY gene in vanG cluster	p431
spaS2___64846	spaS77	spaS77___113482	vanY gene in vanG cluster	p431
spaS2___64846	spaS78	spaS78___86387	vanY gene in vanG cluster	p431
spaS2___64846	spaS110	spaS110___53150	vanY gene in vanG cluster	p431
spaS2___64846	spaS123	spaS123___72182	vanY gene in vanG cluster	p431
spaS2___64846	spaS142	spaS142___96496	vanY gene in vanB cluster	p431
spaS2___64846	spaS226	spaS226___53414	vanY gene in vanG cluster	p431
spaS2___64846	spaS233	spaS233___64917	vanY gene in vanG cluster	p431
spaS2___64846	spaS236	spaS236___66051	vanY gene in vanG cluster	p431
spaS2___64846	spaS238	spaS238___56868	vanY gene in vanG cluster	p431
spaS2___64846	spaS242	spaS242___63198	vanY gene in vanG cluster	p431
spaS2___64846	spaS243	spaS243___85653	vanY gene in vanG cluster	p431
spaS2___64846	spaS244	spaS244___94115	vanY gene in vanA cluster	p431
spaS2___16203	spaS2	spaS2___16203	tet(36)	p431
spaS2___16203	spaS66	spaS66___255	tet(36)	p431
spaS2___16203	spaS83	spaS83___67810	tet(Q)	p431
spaS2___16203	spaS123	spaS123___61376	tet(36)	p431
spaS2___16203	spaS158	spaS158___107723	tet(36)	p431
spaS2___16203	spaS243	spaS243___53033	tet(Q)	p431
spaS2___50627	spaS2	spaS2___50627	vanH gene in vanP cluster	p431
spaS2___50627	spaS16	spaS16___17127	vanH gene in vanP cluster	p431
spaS2___50627	spaS204	spaS204___15001	vanH gene in vanO cluster	p431
spaS2___50627	spaS211	spaS211___15148	vanH gene in vanO cluster	p431
spaS2___50627	spaS238	spaS238___58699	vanH gene in vanP cluster	p431
spaS2___50627	spaS242	spaS242___42722	vanH gene in vanP cluster	p431
spaS2___50627	spaS244	spaS244___45826	vanH gene in vanP cluster	p431
spaS127___111986	spaS127	spaS127___111986	vanY gene in vanG cluster	p431
spaS127___111986	spaS81	spaS81___75911	vanY gene in vanA cluster	p431
spaS127___111986	spaS156	spaS156___130438	vanY gene in vanG cluster	p431
spaS78___114654	spaS78	spaS78___114654	vanY gene in vanB cluster	p431
spaS78___114654	spaS3	spaS3___132158	vanY gene in vanB cluster	p431
spaS78___114654	spaS81	spaS81___92600	vanY gene in vanB cluster	p431
spaS78___114654	spaS83	spaS83___69674	vanY gene in vanB cluster	p431
spaS78___114654	spaS96	spaS96___70423	vanY gene in vanB cluster	p431
spaS78___114654	spaS100	spaS100___66441	vanY gene in vanB cluster	p431
spaS78___114654	spaS110	spaS110___48727	vanY gene in vanB cluster	p431
spaS78___114654	spaS115	spaS115___106596	vanY gene in vanB cluster	p431
spaS78___114654	spaS123	spaS123___108614	vanY gene in vanB cluster	p431
spaS78___114654	spaS127	spaS127___91833	vanY gene in vanB cluster	p431
spaS78___114654	spaS142	spaS142___79333	vanY gene in vanB cluster	p431
spaS78___114654	spaS156	spaS156___78702	vanY gene in vanB cluster	p431
spaS78___114654	spaS158	spaS158___140265	vanY gene in vanB cluster	p431
spaS78___114654	spaS186	spaS186___171100	vanY gene in vanF cluster	p431
spaS78___114654	spaS211	spaS211___116462	vanY gene in vanB cluster	p431
spaS2___23448	spaS2	spaS2___23448	vanY gene in vanG cluster	p431
spaS2___23448	spaS65	spaS65___50674	vanY gene in vanG cluster	p431
spaS2___23448	spaS66	spaS66___9853	vanY gene in vanG cluster	p431
spaS2___23448	spaS77	spaS77___22146	vanY gene in vanG cluster	p431
spaS2___23448	spaS78	spaS78___50071	vanY gene in vanG cluster	p431
spaS2___23448	spaS81	spaS81___103345	vanY gene in vanG cluster	p431
spaS2___23448	spaS83	spaS83___29979	vanY gene in vanG cluster	p431
spaS2___23448	spaS96	spaS96___5266	vanY gene in vanG cluster	p431
spaS2___23448	spaS100	spaS100___28897	vanY gene in vanG cluster	p431
spaS2___23448	spaS115	spaS115___25687	vanY gene in vanG cluster	p431
spaS2___23448	spaS123	spaS123___113369	vanY gene in vanG cluster	p431
spaS2___23448	spaS127	spaS127___128571	vanY gene in vanA cluster	p431
spaS2___23448	spaS186	spaS186___90877	vanY gene in vanG cluster	p431
spaS3___59815	spaS3	spaS3___59815	vanW gene in vanG cluster	p431
spaS3___59815	spaS10	spaS10___64729	vanW gene in vanG cluster	p431
spaS3___59815	spaS16	spaS16___72808	vanW gene in vanG cluster	p431
spaS3___59815	spaS65	spaS65___27526	vanW gene in vanG cluster	p431
spaS3___59815	spaS66	spaS66___25330	vanW gene in vanG cluster	p431
spaS3___59815	spaS77	spaS77___21084	vanW gene in vanG cluster	p431
spaS3___59815	spaS81	spaS81___16926	vanW gene in vanG cluster	p431
spaS3___59815	spaS83	spaS83___11343	vanW gene in vanG cluster	p431
spaS3___59815	spaS96	spaS96___53433	vanW gene in vanG cluster	p431
spaS3___59815	spaS100	spaS100___70012	vanW gene in vanG cluster	p431
spaS3___59815	spaS110	spaS110___60007	vanW gene in vanG cluster	p431
spaS3___59815	spaS115	spaS115___141650	vanW gene in vanG cluster	p431
spaS3___59815	spaS123	spaS123___128510	vanW gene in vanG cluster	p431
spaS3___59815	spaS127	spaS127___70160	vanW gene in vanG cluster	p431
spaS3___59815	spaS142	spaS142___85517	vanW gene in vanG cluster	p431
spaS3___59815	spaS156	spaS156___23929	vanW gene in vanG cluster	p431
spaS3___59815	spaS158	spaS158___143752	vanW gene in vanG cluster	p431
spaS3___59815	spaS229	spaS229___83761	vanW gene in vanB cluster	p431
spaS3___59815	spaS233	spaS233___32551	vanW gene in vanG cluster	p431
spaS3___59815	spaS236	spaS236___53220	vanW gene in vanG cluster	p431
spaS3___59815	spaS243	spaS243___59796	vanW gene in vanG cluster	p431
spaS186___175392	spaS186	spaS186___175392	vanY gene in vanG cluster	p431
spaS186___175392	spaS3	spaS3___97186	vanY gene in vanB cluster	p431
spaS186___175392	spaS3	spaS3___127988	vanY gene in vanM cluster	p431
spaS186___175392	spaS65	spaS65___77423	vanY gene in vanG cluster	p431
spaS186___175392	spaS66	spaS66___133033	vanY gene in vanG cluster	p431
spaS186___175392	spaS77	spaS77___114155	vanY gene in vanG cluster	p431
spaS186___175392	spaS78	spaS78___124997	vanY gene in vanG cluster	p431
spaS186___175392	spaS81	spaS81___80899	vanY gene in vanG cluster	p431
spaS186___175392	spaS83	spaS83___53808	vanY gene in vanB cluster	p431
spaS186___175392	spaS83	spaS83___104389	vanY gene in vanF cluster	p431
spaS186___175392	spaS96	spaS96___27968	vanY gene in vanG cluster	p431
spaS186___175392	spaS100	spaS100___34189	vanY gene in vanG cluster	p431
spaS186___175392	spaS110	spaS110___46602	vanY gene in vanB cluster	p431
spaS186___175392	spaS110	spaS110___74409	vanY gene in vanF cluster	p431
spaS186___175392	spaS123	spaS123___48457	vanY gene in vanG cluster	p431
spaS186___175392	spaS127	spaS127___52864	vanY gene in vanG cluster	p431
spaS186___175392	spaS142	spaS142___75853	vanY gene in vanG cluster	p431
spaS186___175392	spaS156	spaS156___20168	vanY gene in vanG cluster	p431
spaS186___175392	spaS158	spaS158___146319	vanY gene in vanG cluster	p431
spaS186___175392	spaS211	spaS211___101411	vanY gene in vanG cluster	p431
spaS10___36153	spaS10	spaS10___36153	vanY gene in vanG cluster	p431
spaS10___36153	spaS16	spaS16___94376	vanY gene in vanG cluster	p431
spaS10___36153	spaS26	spaS26___98344	vanY gene in vanG cluster	p431
spaS10___36153	spaS81	spaS81___70970	vanY gene in vanG cluster	p431
spaS10___36153	spaS226	spaS226___31470	vanY gene in vanG cluster	p431
spaS10___36153	spaS229	spaS229___49767	vanY gene in vanG cluster	p431
spaS10___36153	spaS229	spaS229___89479	vanY gene in vanA cluster	p431
spaS10___36153	spaS233	spaS233___119155	vanY gene in vanG cluster	p431
spaS10___36153	spaS236	spaS236___36451	vanY gene in vanG cluster	p431
spaS10___36153	spaS238	spaS238___61062	vanY gene in vanG cluster	p431
spaS3___50856	spaS3	spaS3___50856	vanY gene in vanA cluster	p431
spaS3___50856	spaS10	spaS10___89522	vanY gene in vanA cluster	p431
spaS3___50856	spaS16	spaS16___70374	vanY gene in vanA cluster	p431
spaS3___50856	spaS65	spaS65___24012	vanY gene in vanA cluster	p431
spaS3___50856	spaS66	spaS66___48535	vanY gene in vanA cluster	p431
spaS3___50856	spaS70	spaS70___75200	vanY gene in vanB cluster	p431
spaS3___50856	spaS77	spaS77___57295	vanY gene in vanA cluster	p431
spaS3___50856	spaS81	spaS81___18006	vanY gene in vanA cluster	p431
spaS3___50856	spaS83	spaS83___9599	vanY gene in vanA cluster	p431
spaS3___50856	spaS96	spaS96___48286	vanY gene in vanA cluster	p431
spaS3___50856	spaS100	spaS100___81508	vanY gene in vanA cluster	p431
spaS3___50856	spaS110	spaS110___64894	vanY gene in vanA cluster	p431
spaS3___50856	spaS123	spaS123___128571	vanY gene in vanA cluster	p431
spaS3___50856	spaS127	spaS127___77257	vanY gene in vanA cluster	p431
spaS3___50856	spaS142	spaS142___76383	vanY gene in vanA cluster	p431
spaS3___50856	spaS156	spaS156___44604	vanY gene in vanA cluster	p431
spaS3___50856	spaS158	spaS158___139520	vanY gene in vanA cluster	p431
spaS3___50856	spaS226	spaS226___78324	vanY gene in vanA cluster	p431
spaS3___50856	spaS233	spaS233___36393	vanY gene in vanA cluster	p431
spaS3___50856	spaS236	spaS236___57065	vanY gene in vanA cluster	p431
spaS3___50856	spaS243	spaS243___41174	vanY gene in vanA cluster	p431
spaS2___53988	spaS2	spaS2___53988	vanY gene in vanG cluster	p431
spaS2___53988	spaS3	spaS3___83877	vanY gene in vanG cluster	p431
spaS2___53988	spaS10	spaS10___58286	vanY gene in vanG cluster	p431
spaS2___53988	spaS16	spaS16___66298	vanY gene in vanG cluster	p431
spaS2___53988	spaS26	spaS26___63108	vanY gene in vanG cluster	p431
spaS2___53988	spaS66	spaS66___87984	vanY gene in vanG cluster	p431
spaS2___53988	spaS70	spaS70___58352	vanY gene in vanG cluster	p431
spaS2___53988	spaS77	spaS77___85992	vanY gene in vanG cluster	p431
spaS2___53988	spaS81	spaS81___118399	vanY gene in vanG cluster	p431
spaS2___53988	spaS83	spaS83___72353	vanY gene in vanA cluster	p431
spaS2___53988	spaS96	spaS96___53921	vanY gene in vanG cluster	p431
spaS2___53988	spaS100	spaS100___56405	vanY gene in vanG cluster	p431
spaS2___53988	spaS115	spaS115___79484	vanY gene in vanA cluster	p431
spaS2___53988	spaS127	spaS127___141058	vanY gene in vanG cluster	p431
spaS2___53988	spaS142	spaS142___79813	vanY gene in vanG cluster	p431
spaS2___53988	spaS158	spaS158___37049	vanY gene in vanG cluster	p431
spaS2___53988	spaS186	spaS186___93563	vanY gene in vanG cluster	p431
spaS2___53988	spaS210	spaS210___102183	vanY gene in vanG cluster	p431
spaS2___53988	spaS233	spaS233___61898	vanY gene in vanG cluster	p431
spaS2___53988	spaS238	spaS238___36004	vanY gene in vanG cluster	p431
spaS2___53988	spaS243	spaS243___119804	vanY gene in vanG cluster	p431
spaS77___88715	spaS77	spaS77___88715	vanY gene in vanG cluster	p431
spaS77___88715	spaS3	spaS3___126332	vanY gene in vanB cluster	p431
spaS77___88715	spaS83	spaS83___36210	vanY gene in vanG cluster	p431
spaS77___88715	spaS186	spaS186___105372	vanY gene in vanG cluster	p431
spaS77___88715	spaS243	spaS243___102661	vanY gene in vanM cluster	p431
spaS16___85411	spaS16	spaS16___85411	vanH gene in vanO cluster	p431
spaS16___85411	spaS3	spaS3___90035	vanH gene in vanO cluster	p431
spaS16___85411	spaS65	spaS65___68964	vanH gene in vanO cluster	p431
spaS16___85411	spaS66	spaS66___44425	vanH gene in vanO cluster	p431
spaS16___85411	spaS70	spaS70___76822	vanH gene in vanO cluster	p431
spaS16___85411	spaS77	spaS77___121297	vanH gene in vanO cluster	p431
spaS16___85411	spaS78	spaS78___145136	vanH gene in vanO cluster	p431
spaS16___85411	spaS81	spaS81___31391	vanH gene in vanO cluster	p431
spaS16___85411	spaS83	spaS83___28585	vanH gene in vanO cluster	p431
spaS16___85411	spaS96	spaS96___77021	vanH gene in vanO cluster	p431
spaS16___85411	spaS123	spaS123___139198	vanH gene in vanO cluster	p431
spaS16___85411	spaS127	spaS127___113303	vanH gene in vanO cluster	p431
spaS16___85411	spaS142	spaS142___87036	vanH gene in vanO cluster	p431
spaS16___85411	spaS156	spaS156___63192	vanH gene in vanO cluster	p431
spaS16___85411	spaS233	spaS233___69297	vanH gene in vanO cluster	p431
spaS16___85411	spaS236	spaS236___69168	vanH gene in vanO cluster	p431
spaS16___85411	spaS243	spaS243___84218	vanH gene in vanA cluster	p431
spaS3___58391	spaS3	spaS3___58391	vanY gene in vanM cluster	p431
spaS3___58391	spaS16	spaS16___78955	vanY gene in vanM cluster	p431
spaS3___58391	spaS65	spaS65___125140	vanY gene in vanM cluster	p431
spaS3___58391	spaS66	spaS66___105491	vanY gene in vanM cluster	p431
spaS3___58391	spaS81	spaS81___91641	vanY gene in vanM cluster	p431
spaS3___58391	spaS81	spaS81___117122	vanY gene in vanM cluster	p431
spaS3___58391	spaS83	spaS83___86271	vanY gene in vanM cluster	p431
spaS3___58391	spaS123	spaS123___108321	vanY gene in vanM cluster	p431
spaS3___58391	spaS142	spaS142___42857	vanY gene in vanM cluster	p431
spaS3___58391	spaS186	spaS186___134415	vanY gene in vanM cluster	p431
spaS3___58391	spaS211	spaS211___155466	vanY gene in vanF cluster	p431
spaS3___58391	spaS243	spaS243___83710	vanY gene in vanM cluster	p431
spaS156___83583	spaS156	spaS156___83583	vanW gene in vanB cluster	p431
spaS156___83583	spaS186	spaS186___119673	vanW gene in vanG cluster	p431
spaS156___83583	spaS210	spaS210___65356	vanW gene in vanB cluster	p431
spaS156___83583	spaS211	spaS211___59197	vanW gene in vanB cluster	p431
spaS83___30505	spaS83	spaS83___30505	vanY gene in vanM cluster	p431
spaS83___30505	spaS100	spaS100___80355	vanY gene in vanB cluster	p431
spaS83___30505	spaS110	spaS110___4625	vanY gene in vanM cluster	p431
spaS83___30505	spaS115	spaS115___22997	vanY gene in vanM cluster	p431
spaS83___30505	spaS123	spaS123___15899	vanY gene in vanM cluster	p431
spaS83___30505	spaS127	spaS127___14143	vanY gene in vanM cluster	p431
spaS83___30505	spaS142	spaS142___4751	vanY gene in vanM cluster	p431
spaS83___30505	spaS156	spaS156___12457	vanY gene in vanM cluster	p431
spaS83___30505	spaS158	spaS158___27635	vanY gene in vanM cluster	p431
spaS83___30505	spaS186	spaS186___25569	vanY gene in vanM cluster	p431
spaS83___30505	spaS204	spaS204___33868	vanY gene in vanM cluster	p431
spaS83___30505	spaS210	spaS210___22652	vanY gene in vanM cluster	p431
spaS83___30505	spaS211	spaS211___15425	vanY gene in vanM cluster	p431
spaS66___107746	spaS66	spaS66___107746	vanY gene in vanG cluster	p431
spaS66___107746	spaS16	spaS16___93767	vanY gene in vanG cluster	p431
spaS66___107746	spaS65	spaS65___114938	vanY gene in vanB cluster	p431
spaS66___107746	spaS226	spaS226___88577	vanY gene in vanG cluster	p431
spaS66___107746	spaS229	spaS229___78823	vanY gene in vanB cluster	p431
spaS66___107746	spaS233	spaS233___65677	vanY gene in vanG cluster	p431
spaS66___107746	spaS236	spaS236___62843	vanY gene in vanG cluster	p431
spaS66___107746	spaS238	spaS238___54819	vanY gene in vanG cluster	p431
spaS210___161994	spaS210	spaS210___161994	vanW gene in vanG cluster	p431
spaS210___161994	spaS3	spaS3___27155	vanW gene in vanG cluster	p431
spaS210___161994	spaS16	spaS16___74573	vanW gene in vanG cluster	p431
spaS210___161994	spaS26	spaS26___85119	vanW gene in vanG cluster	p431
spaS210___161994	spaS65	spaS65___60400	vanW gene in vanG cluster	p431
spaS210___161994	spaS66	spaS66___82401	vanW gene in vanG cluster	p431
spaS210___161994	spaS70	spaS70___95774	vanW gene in vanG cluster	p431
spaS210___161994	spaS78	spaS78___116221	vanW gene in vanG cluster	p431
spaS210___161994	spaS81	spaS81___134586	vanW gene in vanG cluster	p431
spaS210___161994	spaS83	spaS83___99737	vanW gene in vanG cluster	p431
spaS210___161994	spaS123	spaS123___128439	vanW gene in vanB cluster	p431
spaS210___161994	spaS127	spaS127___119657	vanW gene in vanG cluster	p431
spaS210___161994	spaS142	spaS142___108914	vanW gene in vanG cluster	p431
spaS210___161994	spaS156	spaS156___75407	vanW gene in vanG cluster	p431
spaS210___161994	spaS204	spaS204___82362	vanW gene in vanG cluster	p431
spaS210___161994	spaS211	spaS211___138954	vanW gene in vanG cluster	p431
spaS142___108183	spaS142	spaS142___108183	vanY gene in vanG cluster	p431
spaS142___108183	spaS26	spaS26___120757	vanY gene in vanG cluster	p431
spaS142___108183	spaS110	spaS110___70935	vanY gene in vanM cluster	p431
spaS2___16936	spaS2	spaS2___16936	vanH gene in vanD cluster	p431
spaS2___16936	spaS3	spaS3___15836	vanH gene in vanD cluster	p431
spaS2___16936	spaS10	spaS10___92022	vanH gene in vanD cluster	p431
spaS2___16936	spaS16	spaS16___75007	vanH gene in vanD cluster	p431
spaS2___16936	spaS26	spaS26___23197	vanH gene in vanD cluster	p431
spaS2___16936	spaS65	spaS65___31229	vanH gene in vanD cluster	p431
spaS2___16936	spaS66	spaS66___51202	vanH gene in vanD cluster	p431
spaS2___16936	spaS77	spaS77___26399	vanH gene in vanD cluster	p431
spaS2___16936	spaS81	spaS81___64273	vanH gene in vanD cluster	p431
spaS2___16936	spaS83	spaS83___17303	vanH gene in vanD cluster	p431
spaS2___16936	spaS96	spaS96___18322	vanH gene in vanD cluster	p431
spaS2___16936	spaS100	spaS100___49903	vanH gene in vanD cluster	p431
spaS2___16936	spaS110	spaS110___28182	vanH gene in vanD cluster	p431
spaS2___16936	spaS123	spaS123___38322	vanH gene in vanD cluster	p431
spaS2___16936	spaS127	spaS127___91665	vanH gene in vanD cluster	p431
spaS2___16936	spaS229	spaS229___78719	vanH gene in vanD cluster	p431
spaS2___16936	spaS233	spaS233___19090	vanH gene in vanD cluster	p431
spaS2___16936	spaS236	spaS236___65599	vanH gene in vanD cluster	p431
spaS2___16936	spaS242	spaS242___43818	vanH gene in vanD cluster	p431
spaS2___16936	spaS243	spaS243___19979	vanH gene in vanD cluster	p431
spaS2___16936	spaS78	spaS78___45697	vanH gene in vanF cluster	p431
spaS2___16936	spaS210	spaS210___159326	vanH gene in vanF cluster	p431
spaS3___59452	spaS3	spaS3___59452	tet(36)	p431
spaS3___59452	spaS65	spaS65___134811	tet(Q)	p431
spaS3___59452	spaS66	spaS66___116683	tet(Q)	p431
spaS3___59452	spaS77	spaS77___104281	tet(Q)	p431
spaS3___59452	spaS81	spaS81___89363	tet(36)	p431
spaS3___59452	spaS96	spaS96___63343	tet(36)	p431
spaS3___59452	spaS100	spaS100___33466	tet(36)	p431
spaS3___59452	spaS110	spaS110___42355	tet(36)	p431
spaS3___59452	spaS115	spaS115___87860	tet(Q)	p431
spaS3___59452	spaS123	spaS123___36483	tet(36)	p431
spaS3___59452	spaS127	spaS127___70760	tet(36)	p431
spaS3___59452	spaS142	spaS142___59680	tet(36)	p431
spaS3___59452	spaS156	spaS156___24889	tet(36)	p431
spaS3___59452	spaS158	spaS158___120017	tet(Q)	p431
spaS186___102830	spaS186	spaS186___102830	vanY gene in vanM cluster	p431
spaS186___102830	spaS115	spaS115___104718	vanY gene in vanM cluster	p431
spaS186___102830	spaS127	spaS127___149252	vanY gene in vanM cluster	p431
spaS186___102830	spaS210	spaS210___88244	vanY gene in vanM cluster	p431
spaS186___102830	spaS211	spaS211___149899	vanY gene in vanB cluster	p431
spaS3___40381	spaS3	spaS3___40381	EC-8	p431
spaS3___40381	spaS10	spaS10___26775	EC-14	p431
spaS3___40381	spaS16	spaS16___123020	CMY-136	p431
spaS3___40381	spaS26	spaS26___70045	EC-8	p431
spaS3___40381	spaS65	spaS65___81111	EC-5	p431
spaS3___40381	spaS77	spaS77___40436	CMY-132	p431
spaS3___40381	spaS78	spaS78___7077	EC-8	p431
spaS3___40381	spaS81	spaS81___26533	EC-14	p431
spaS3___40381	spaS96	spaS96___39594	EC-5	p431
spaS3___40381	spaS115	spaS115___74643	EC-8	p431
spaS3___40381	spaS123	spaS123___42901	CMY-132	p431
spaS3___40381	spaS127	spaS127___64427	CMY-132	p431
spaS3___40381	spaS142	spaS142___50276	EC-8	p431
spaS3___40381	spaS186	spaS186___46130	EC-5	p431
spaS3___40381	spaS204	spaS204___110092	EC-5	p431
spaS3___40381	spaS204	spaS204___110099	EC-5	p431
spaS3___40381	spaS226	spaS226___38595	EC-5	p431
spaS3___40381	spaS229	spaS229___37914	EC-5	p431
spaS3___40381	spaS242	spaS242___13482	EC-14	p431
spaS3___40381	spaS243	spaS243___24827	EC-14	p431
spaS3___40381	spaS244	spaS244___74632	EC-15	p431
spaS2___3517	spaS2	spaS2___3517	vanT gene in vanG cluster	p431
spaS2___3517	spaS3	spaS3___8863	vanT gene in vanG cluster	p431
spaS2___3517	spaS10	spaS10___85539	vanTr gene in vanL cluster	p431
spaS2___3517	spaS26	spaS26___75994	vanT gene in vanG cluster	p431
spaS2___3517	spaS65	spaS65___13944	vanT gene in vanG cluster	p431
spaS2___3517	spaS66	spaS66___3876	vanT gene in vanG cluster	p431
spaS2___3517	spaS70	spaS70___8499	vanT gene in vanG cluster	p431
spaS2___3517	spaS77	spaS77___9612	vanT gene in vanG cluster	p431
spaS2___3517	spaS78	spaS78___20898	vanT gene in vanG cluster	p431
spaS2___3517	spaS83	spaS83___11255	vanT gene in vanG cluster	p431
spaS2___3517	spaS236	spaS236___72767	vanT gene in vanG cluster	p431
spaS2___3517	spaS238	spaS238___18344	vanT gene in vanG cluster	p431
spaS2___3517	spaS242	spaS242___3710	vanT gene in vanG cluster	p431
spaS2___3517	spaS243	spaS243___8697	vanT gene in vanG cluster	p431
spaS2___3517	spaS244	spaS244___27086	vanT gene in vanG cluster	p431
spaS3___95504	spaS3	spaS3___95504	vanY gene in vanF cluster	p431
spaS3___95504	spaS2	spaS2___60502	vanY gene in vanA cluster	p431
spaS3___95504	spaS65	spaS65___93683	vanY gene in vanF cluster	p431
spaS3___95504	spaS66	spaS66___92651	vanY gene in vanF cluster	p431
spaS3___95504	spaS78	spaS78___126870	vanY gene in vanF cluster	p431
spaS3___95504	spaS81	spaS81___135753	vanY gene in vanF cluster	p431
spaS3___95504	spaS83	spaS83___75838	vanY gene in vanF cluster	p431
spaS3___95504	spaS96	spaS96___91569	vanY gene in vanF cluster	p431
spaS3___95504	spaS100	spaS100___19595	vanY gene in vanF cluster	p431
spaS3___95504	spaS123	spaS123___104860	vanY gene in vanF cluster	p431
spaS3___95504	spaS127	spaS127___89136	vanY gene in vanF cluster	p431
spaS3___95504	spaS142	spaS142___84837	vanY gene in vanF cluster	p431
spaS3___95504	spaS210	spaS210___173813	vanY gene in vanF cluster	p431
spaS3___95504	spaS226	spaS226___78145	vanY gene in vanF cluster	p431
spaS3___95504	spaS233	spaS233___87524	vanY gene in vanF cluster	p431
spaS3___95504	spaS236	spaS236___67255	vanY gene in vanF cluster	p431
spaS3___95504	spaS243	spaS243___78159	vanY gene in vanF cluster	p431
spaS186___155518	spaS186	spaS186___155518	vanXY gene in vanG cluster	p431
spaS186___155518	spaS244	spaS244___85428	vanY gene in vanM cluster	p431
spaS186___155518	spaS2	spaS2___22014	vanXY gene in vanG cluster	p431
spaS186___155518	spaS3	spaS3___23939	vanXY gene in vanG cluster	p431
spaS186___155518	spaS10	spaS10___66727	vanXY gene in vanG cluster	p431
spaS186___155518	spaS16	spaS16___42972	vanXY gene in vanG cluster	p431
spaS186___155518	spaS26	spaS26___43716	vanXY gene in vanG cluster	p431
spaS186___155518	spaS65	spaS65___40084	vanXY gene in vanG cluster	p431
spaS186___155518	spaS66	spaS66___28747	vanXY gene in vanG cluster	p431
spaS186___155518	spaS70	spaS70___23311	vanXY gene in vanG cluster	p431
spaS186___155518	spaS77	spaS77___32566	vanXY gene in vanG cluster	p431
spaS186___155518	spaS78	spaS78___46500	vanXY gene in vanG cluster	p431
spaS186___155518	spaS81	spaS81___74615	vanXY gene in vanG cluster	p431
spaS186___155518	spaS83	spaS83___23577	vanXY gene in vanG cluster	p431
spaS186___155518	spaS96	spaS96___24330	vanXY gene in vanG cluster	p431
spaS186___155518	spaS100	spaS100___35298	vanXY gene in vanG cluster	p431
spaS186___155518	spaS110	spaS110___14110	vanXY gene in vanG cluster	p431
spaS186___155518	spaS123	spaS123___20138	vanXY gene in vanG cluster	p431
spaS186___155518	spaS127	spaS127___52263	vanXY gene in vanG cluster	p431
spaS186___155518	spaS142	spaS142___73824	vanXY gene in vanG cluster	p431
spaS186___155518	spaS211	spaS211___131132	vanXY gene in vanG cluster	p431
spaS186___155518	spaS226	spaS226___64479	vanXY gene in vanG cluster	p431
spaS186___155518	spaS229	spaS229___95639	vanXY gene in vanG cluster	p431
spaS186___155518	spaS233	spaS233___22008	vanXY gene in vanG cluster	p431
spaS186___155518	spaS236	spaS236___55327	vanXY gene in vanG cluster	p431
spaS186___155518	spaS242	spaS242___70122	vanXY gene in vanG cluster	p431
spaS186___155518	spaS243	spaS243___25768	vanXY gene in vanG cluster	p431
spaS186___155518	spaS156	spaS156___147956	vanXY gene in vanG cluster	p431
spaS186___155518	spaS244	spaS244___106721	vanXY gene in vanG cluster	p431
spaS10___52199	spaS10	spaS10___52199	vanY gene in vanB cluster	p431
spaS10___52199	spaS2	spaS2___48249	vanY gene in vanB cluster	p431
spaS10___52199	spaS3	spaS3___142943	vanY gene in vanG cluster	p431
spaS10___52199	spaS16	spaS16___20257	vanY gene in vanB cluster	p431
spaS10___52199	spaS65	spaS65___98937	vanY gene in vanB cluster	p431
spaS10___52199	spaS78	spaS78___120728	vanY gene in vanB cluster	p431
spaS10___52199	spaS127	spaS127___135898	vanY gene in vanB cluster	p431
spaS10___52199	spaS204	spaS204___17101	vanY gene in vanB cluster	p431
spaS10___52199	spaS211	spaS211___19593	vanY gene in vanB cluster	p431
spaS10___52199	spaS238	spaS238___52931	vanY gene in vanB cluster	p431
spaS10___52199	spaS242	spaS242___43540	vanY gene in vanB cluster	p431
spaS10___52199	spaS244	spaS244___29439	vanY gene in vanB cluster	p431
spaS2___10385	spaS2	spaS2___10385	vanY gene in vanB cluster	p431
spaS2___10385	spaS3	spaS3___37935	vanY gene in vanB cluster	p431
spaS2___10385	spaS10	spaS10___97929	vanY gene in vanB cluster	p431
spaS2___10385	spaS16	spaS16___53318	vanY gene in vanB cluster	p431
spaS2___10385	spaS26	spaS26___22020	vanY gene in vanB cluster	p431
spaS2___10385	spaS65	spaS65___22133	vanY gene in vanB cluster	p431
spaS2___10385	spaS66	spaS66___21233	vanY gene in vanB cluster	p431
spaS2___10385	spaS70	spaS70___16339	vanY gene in vanB cluster	p431
spaS2___10385	spaS77	spaS77___17295	vanY gene in vanB cluster	p431
