whole_cohort_id	group	participant	is_coassembly	local_length	local_n_amr_genes	date
spaS243_000000009482	spaS70	p431	FALSE	3963	0	2023-03-21
spaS243_000000009482	spaS204	p431	FALSE	9334	0	2024-09-24
spaS66_000000018527	spaS243	p431	FALSE	2290	0	2023-05-30
spaS66_000000018527	spaS81	p431	FALSE	10386	0	2023-08-22
spaS243_000000010493	spaS243	p431	FALSE	2280	0	2023-05-30
spaS243_000000010493	spaS83	p431	FALSE	6771	0	2023-08-29
spaS77_000000023058	spaS77	p431	FALSE	1018	1	2023-04-25
spaS283_000000001398	spaS78	p431	FALSE	51723	0	2023-05-16
mh_p644_000000037171	spaS78	p431	FALSE	12714	0	2023-05-16
mh_p644_000000037171	spaS2	p431	FALSE	11138	0	2023-04-11
mh_p644_000000037171	spaS65	p431	FALSE	17180	0	2023-02-28
mh_p644_000000037171	spaS83	p431	FALSE	52832	0	2023-08-29
spaS149_000000003862	spaS78	p431	FALSE	12684	0	2023-05-16
spaS149_000000003862	spaS16	p431	FALSE	16306	0	2022-10-18
spaS149_000000003862	spaS238	p431	FALSE	14874	0	2022-09-06
spaS149_000000003862	spaS210	p431	FALSE	11176	0	2024-11-05
spaS16_000000005119	spaS78	p431	FALSE	12561	0	2023-05-16
spaS16_000000005119	spaS210	p431	FALSE	39766	0	2024-11-05
spaS122_000000003940	spaS78	p431	FALSE	12527	0	2023-05-16
spaS122_000000003940	spaS65	p431	FALSE	11935	0	2023-02-28
spaS122_000000003940	spaS96	p431	FALSE	11689	0	2023-10-10
spaS170_000000001205	spaS83	p431	FALSE	116305	1	2023-08-29
spaS170_000000001205	spaS210	p431	FALSE	48592	0	2024-11-05
mh_p470_000000073691	spaS78	p431	FALSE	12446	0	2023-05-16
spaS78_000000001974	spaS78	p431	FALSE	12272	0	2023-05-16
spaS78_000000003188	spaS78	p431	FALSE	7596	0	2023-05-16
spaS240_000000004661	spaS78	p431	FALSE	7577	0	2023-05-16
spaS240_000000004661	spaS65	p431	FALSE	7354	0	2023-02-28
spaS78_000000003222	spaS78	p431	FALSE	7509	0	2023-05-16
spaS243_000000008066	spaS78	p431	FALSE	7509	0	2023-05-16
mh_p813_000000233861	spaS78	p431	FALSE	7446	0	2023-05-16
mh_p813_000000233861	spaS238	p431	FALSE	6351	0	2022-09-06
mh_p813_000000233861	spaS66	p431	FALSE	5835	0	2023-03-07
mh_p813_000000233861	spaS70	p431	FALSE	5434	0	2023-03-21
spaS113_000000008158	spaS78	p431	FALSE	7433	0	2023-05-16
spaS113_000000008158	spaS66	p431	FALSE	82525	1	2023-03-07
spaS78_000000004613	spaS78	p431	FALSE	5373	0	2023-05-16
spaS78_000000004617	spaS78	p431	FALSE	5367	0	2023-05-16
spaS94_000000003045	spaS78	p431	FALSE	5366	1	2023-05-16
spaS78_000000004624	spaS78	p431	FALSE	5358	0	2023-05-16
spaS78_000000004646	spaS78	p431	FALSE	5325	0	2023-05-16
spaS119_000000009064	spaS78	p431	FALSE	5309	0	2023-05-16
spaS78_000000005593	spaS78	p431	FALSE	4520	1	2023-05-16
spaS253_000000007560	spaS78	p431	FALSE	4504	0	2023-05-16
spaS253_000000007560	spaS77	p431	FALSE	4222	0	2023-04-25
spaS253_000000007560	spaS210	p431	FALSE	7576	0	2024-11-05
spaS78_000000005649	spaS78	p431	FALSE	4480	1	2023-05-16
spaS78_000000005667	spaS78	p431	FALSE	4467	1	2023-05-16
spaS201_000000007329	spaS78	p431	FALSE	3767	0	2023-05-16
spaS201_000000007329	spaS236	p431	FALSE	5396	0	2022-08-30
spaS58_000000010112	spaS78	p431	FALSE	3748	0	2023-05-16
spaS58_000000010112	spaS243	p431	FALSE	3228	0	2023-05-30
spaS58_000000010112	spaS210	p431	FALSE	7187	0	2024-11-05
spaS78_000000008821	spaS78	p431	FALSE	3037	1	2023-05-16
spaS78_000000008821	spaS158	p431	FALSE	2952	1	2024-03-26
spaS78_000000012236	spaS78	p431	FALSE	2272	1	2023-05-16
spaS186_000000018525	spaS186	p431	FALSE	1687	0	2024-06-11
spaS186_000000018525	spaS77	p431	FALSE	5583	0	2023-04-25
spaS186_000000018570	spaS186	p431	FALSE	1685	0	2024-06-11
spaS186_000000018570	spaS158	p431	FALSE	2589	1	2024-03-26
spaS186_000000022402	spaS186	p431	FALSE	1457	0	2024-06-11
spaS186_000000022402	spaS127	p431	FALSE	4598	0	2024-01-16
spaS186_000000022402	spaS81	p431	FALSE	5323	0	2023-08-22
spaS186_000000024892	spaS186	p431	FALSE	1346	0	2024-06-11
spaS186_000000024892	spaS81	p431	FALSE	2020	0	2023-08-22
spaS186_000000024892	spaS158	p431	FALSE	7203	0	2024-03-26
spaS186_000000024917	spaS186	p431	FALSE	1345	0	2024-06-11
spaS186_000000024917	spaS226	p431	FALSE	8615	0	2022-08-09
spaS186_000000026394	spaS186	p431	FALSE	1285	1	2024-06-11
spaS186_000000026394	spaS115	p431	FALSE	1243	0	2023-12-05
spaS186_000000026394	spaS66	p431	FALSE	1176	1	2023-03-07
mh_p601_000000067644	spaS186	p431	FALSE	1283	1	2024-06-11
mh_p601_000000067644	spaS83	p431	FALSE	1271	1	2023-08-29
spaS186_000000027652	spaS186	p431	FALSE	1237	0	2024-06-11
spaS186_000000027652	spaS123	p431	FALSE	4069	0	2023-12-19
spaS186_000000027652	spaS115	p431	FALSE	6336	0	2023-12-05
spaS100_000000002107	spaS100	p431	FALSE	7265	0	2023-10-17
spaS100_000000002109	spaS100	p431	FALSE	7260	0	2023-10-17
spaS100_000000002109	spaS123	p431	FALSE	5844	0	2023-12-19
spaS100_000000002109	spaS142	p431	FALSE	12390	0	2024-02-27
spaS100_000000002112	spaS100	p431	FALSE	7252	0	2023-10-17
spaS100_000000002114	spaS100	p431	FALSE	7250	0	2023-10-17
spaS100_000000002115	spaS100	p431	FALSE	7246	0	2023-10-17
spaS100_000000002139	spaS100	p431	FALSE	7133	0	2023-10-17
spaS100_000000002139	spaS156	p431	FALSE	12087	0	2024-03-19
spaS100_000000002139	spaS238	p431	FALSE	6138	0	2022-09-06
spaS100_000000002140	spaS100	p431	FALSE	7132	0	2023-10-17
spaS120_000000002116	spaS100	p431	FALSE	7121	0	2023-10-17
spaS100_000000002145	spaS100	p431	FALSE	7110	0	2023-10-17
spaS150_000000014300	spaS100	p431	FALSE	6980	0	2023-10-17
spaS150_000000014300	spaS127	p431	FALSE	5813	0	2024-01-16
mh_p601_000000101727	spaS100	p431	FALSE	6959	0	2023-10-17
mh_p601_000000101727	spaS66	p431	FALSE	5847	0	2023-03-07
mh_p601_000000101727	spaS77	p431	FALSE	5598	0	2023-04-25
mh_p601_000000101727	spaS127	p431	FALSE	5846	0	2024-01-16
spaS136_000000003077	spaS100	p431	FALSE	6855	1	2023-10-17
spaS100_000000003215	spaS100	p431	FALSE	4288	0	2023-10-17
spaS100_000000003215	spaS142	p431	FALSE	9435	0	2024-02-27
spaS100_000000003215	spaS123	p431	FALSE	8671	0	2023-12-19
spaS3_000000008899	spaS100	p431	FALSE	4281	0	2023-10-17
spaS3_000000008899	spaS123	p431	FALSE	4004	0	2023-12-19
spaS3_000000008899	spaS142	p431	FALSE	7808	0	2024-02-27
spaS116_000000006681	spaS100	p431	FALSE	4235	0	2023-10-17
spaS116_000000006681	spaS233	p431	FALSE	5757	0	2022-08-23
spaS266_000000015588	spaS100	p431	FALSE	4235	0	2023-10-17
spaS266_000000015588	spaS96	p431	FALSE	12108	0	2023-10-10
spaS100_000000007126	spaS100	p431	FALSE	1837	0	2023-10-17
spaS100_000000007126	spaS70	p431	FALSE	8381	0	2023-03-21
spaS100_000000007126	spaS243	p431	FALSE	5236	0	2023-05-30
spaS100_000000007143	spaS100	p431	FALSE	1833	1	2023-10-17
spaS133_000000010642	spaS100	p431	FALSE	1221	0	2023-10-17
spaS133_000000010642	spaS70	p431	FALSE	9047	0	2023-03-21
spaS105_000000001113	spaS110	p431	FALSE	8044	0	2023-11-21
spaS105_000000001113	spaS123	p431	FALSE	7250	0	2023-12-19
spaS110_000000001642	spaS110	p431	FALSE	7920	0	2023-11-21
spaS267_000000032268	spaS110	p431	FALSE	7855	0	2023-11-21
spaS267_000000032268	spaS156	p431	FALSE	12321	0	2024-03-19
spaS214_000000010874	spaS110	p431	FALSE	7847	1	2023-11-21
spaS214_000000010874	spaS115	p431	FALSE	6649	1	2023-12-05
spaS110_000000001668	spaS110	p431	FALSE	7805	0	2023-11-21
spaS112_000000006227	spaS110	p431	FALSE	7740	0	2023-11-21
spaS110_000000003113	spaS110	p431	FALSE	4128	0	2023-11-21
spaS110_000000003113	spaS142	p431	FALSE	5511	0	2024-02-27
spaS110_000000003113	spaS110	p431	FALSE	5343	0	2023-11-21
spaS110_000000003113	spaS211	p431	FALSE	19353	0	2025-01-14
spaS110_000000003133	spaS110	p431	FALSE	4108	0	2023-11-21
spaS110_000000003133	spaS77	p431	FALSE	5434	0	2023-04-25
spaS110_000000003133	spaS78	p431	FALSE	10513	0	2023-05-16
spaS110_000000003133	spaS100	p431	FALSE	3792	0	2023-10-17
spaS110_000000003133	spaS244	p431	FALSE	3598	0	2023-06-20
spaS204_000000017256	spaS204	p431	FALSE	1429	0	2024-09-24
spaS204_000000017256	spaS211	p431	FALSE	8657	0	2025-01-14
spaS84_000000007726	spaS204	p431	FALSE	1241	1	2024-09-24
spaS147_000000008717	spaS204	p431	FALSE	1177	1	2024-09-24
spaS210_000000000347	spaS210	p431	FALSE	67236	1	2024-11-05
spaS210_000000000347	spaS211	p431	FALSE	170071	1	2025-01-14
spaS210_000000000348	spaS210	p431	FALSE	67198	0	2024-11-05
spaS210_000000000348	spaS211	p431	FALSE	229500	1	2025-01-14
spaS216_000000004806	spaS210	p431	FALSE	66096	0	2024-11-05
spaS216_000000004806	spaS211	p431	FALSE	117350	1	2025-01-14
spaS284_000000003426	spaS210	p431	FALSE	63973	0	2024-11-05
spaS284_000000003426	spaS16	p431	FALSE	243761	1	2022-10-18
spaS210_000000000421	spaS210	p431	FALSE	57354	0	2024-11-05
spaS183_000000001931	spaS210	p431	FALSE	13412	0	2024-11-05
spaS183_000000001931	spaS204	p431	FALSE	21769	0	2024-09-24
spaS183_000000001931	spaS211	p431	FALSE	21769	0	2025-01-14
spaS183_000000001931	spaS226	p431	FALSE	27975	0	2022-08-09
spaS183_000000001931	spaS238	p431	FALSE	56816	1	2022-09-06
spaS81_000000002865	spaS210	p431	FALSE	13355	0	2024-11-05
spaS210_000000002073	spaS210	p431	FALSE	13247	0	2024-11-05
spaS117_000000002806	spaS210	p431	FALSE	13189	1	2024-11-05
spaS117_000000002806	spaS233	p431	FALSE	20514	1	2022-08-23
spaS283_000000001873	spaS210	p431	FALSE	13029	1	2024-11-05
spaS283_000000001873	spaS229	p431	FALSE	12197	1	2022-08-16
spaS283_000000001873	spaS16	p431	FALSE	23304	1	2022-10-18
spaS283_000000001873	spaS78	p431	FALSE	11622	1	2023-05-16
spaS283_000000001873	spaS233	p431	FALSE	11307	1	2022-08-23
spaS66_000000001953	spaS210	p431	FALSE	12992	0	2024-11-05
spaS66_000000001953	spaS158	p431	FALSE	46971	0	2024-03-26
spaS65_000000005049	spaS210	p431	FALSE	12963	0	2024-11-05
spaS210_000000002124	spaS210	p431	FALSE	12906	0	2024-11-05
spaS210_000000002137	spaS210	p431	FALSE	12762	0	2024-11-05
spaS210_000000003474	spaS210	p431	FALSE	7698	0	2024-11-05
spaS214_000000003620	spaS210	p431	FALSE	7682	0	2024-11-05
spaS214_000000003620	spaS115	p431	FALSE	7018	0	2023-12-05
spaS210_000000003481	spaS210	p431	FALSE	7676	0	2024-11-05
spaS157_000000002171	spaS210	p431	FALSE	7666	0	2024-11-05
spaS111_000000002998	spaS210	p431	FALSE	7648	0	2024-11-05
spaS210_000000003496	spaS210	p431	FALSE	7642	0	2024-11-05
spaS210_000000003496	spaS10	p431	FALSE	7294	0	2022-09-27
spaS210_000000003496	spaS242	p431	FALSE	11824	0	2023-06-13
spaS210_000000003499	spaS210	p431	FALSE	7637	0	2024-11-05
spaS210_000000003499	spaS70	p431	FALSE	6135	0	2023-03-21
spaS166_000000001698	spaS210	p431	FALSE	7636	0	2024-11-05
spaS42_000000009175	spaS210	p431	FALSE	7627	0	2024-11-05
spaS210_000000003505	spaS210	p431	FALSE	7619	0	2024-11-05
spaS53_000000003592	spaS210	p431	FALSE	7600	1	2024-11-05
spaS204_000000005372	spaS210	p431	FALSE	7582	0	2024-11-05
spaS204_000000005372	spaS156	p431	FALSE	6635	0	2024-03-19
spaS151_000000001338	spaS210	p431	FALSE	7570	0	2024-11-05
spaS151_000000001338	spaS77	p431	FALSE	6257	0	2023-04-25
spaS210_000000003534	spaS210	p431	FALSE	7570	0	2024-11-05
spaS78_000000003470	spaS142	p431	FALSE	23213	0	2024-02-27
spaS74_000000004925	spaS210	p431	FALSE	5302	0	2024-11-05
spaS124_000000005384	spaS210	p431	FALSE	5302	0	2024-11-05
spaS124_000000005384	spaS123	p431	FALSE	8200	0	2023-12-19
spaS124_000000005384	spaS127	p431	FALSE	9047	0	2024-01-16
spaS210_000000005005	spaS127	p431	FALSE	5223	0	2024-01-16
mh_p408_000000010327	spaS210	p431	FALSE	5277	0	2024-11-05
spaS210_000000005010	spaS210	p431	FALSE	5272	0	2024-11-05
spaS171_000000010578	spaS210	p431	FALSE	4185	1	2024-11-05
spaS171_000000010578	spaS186	p431	FALSE	3620	1	2024-06-11
spaS171_000000010578	spaS158	p431	FALSE	4111	1	2024-03-26
spaS210_000000006325	spaS210	p431	FALSE	4172	0	2024-11-05
spaS210_000000006325	spaS65	p431	FALSE	21289	0	2023-02-28
spaS55_000000008912	spaS210	p431	FALSE	3253	0	2024-11-05
spaS55_000000008912	spaS186	p431	FALSE	3068	0	2024-06-11
spaS55_000000008912	spaS244	p431	FALSE	7979	0	2023-06-20
spaS156_000000011395	spaS210	p431	FALSE	3247	0	2024-11-05
spaS156_000000011395	spaS211	p431	FALSE	7132	0	2025-01-14
spaS211_000000022003	spaS210	p431	FALSE	3246	0	2024-11-05
spaS211_000000022003	spaS204	p431	FALSE	6902	0	2024-09-24
spaS284_000000013337	spaS66	p431	FALSE	1380	1	2023-03-07
spaS233_000000005943	spaS70	p431	FALSE	11778	0	2023-03-21
spaS233_000000005943	spaS2	p431	FALSE	19540	0	2023-04-11
spaS233_000000005943	spaS66	p431	FALSE	18917	0	2023-03-07
spaS233_000000005943	spaS78	p431	FALSE	18923	0	2023-05-16
spaS233_000000005943	spaS83	p431	FALSE	11298	0	2023-08-29
spaS70_000000001279	spaS70	p431	FALSE	11731	0	2023-03-21
spaS70_000000001279	spaS26	p431	FALSE	33216	1	2022-11-15
spaS70_000000001279	spaS81	p431	FALSE	10845	0	2023-08-22
spaS10_000000004300	spaS70	p431	FALSE	11729	0	2023-03-21
spaS70_000000001283	spaS70	p431	FALSE	11719	0	2023-03-21
mh_p97_000000008753	spaS70	p431	FALSE	11383	0	2023-03-21
mh_p97_000000008753	spaS78	p431	FALSE	9157	0	2023-05-16
mh_p97_000000008753	spaS127	p431	FALSE	21488	0	2024-01-16
mh_p97_000000008753	spaS142	p431	FALSE	11304	0	2024-02-27
spaS206_000000003212	spaS70	p431	FALSE	11262	0	2023-03-21
spaS206_000000003212	spaS123	p431	FALSE	10647	0	2023-12-19
spaS206_000000003212	spaS243	p431	FALSE	10615	0	2023-05-30
spaS266_000000004891	spaS70	p431	FALSE	11122	0	2023-03-21
spaS70_000000001360	spaS70	p431	FALSE	10997	0	2023-03-21
spaS70_000000001360	spaS243	p431	FALSE	91030	0	2023-05-30
spaS70_000000002598	spaS70	p431	FALSE	5551	1	2023-03-21
spaS210_000000007589	spaS70	p431	FALSE	5550	0	2023-03-21
spaS53_000000008205	spaS70	p431	FALSE	5526	0	2023-03-21
spaS53_000000008205	spaS211	p431	FALSE	4625	0	2025-01-14
spaS53_000000008205	spaS243	p431	FALSE	5499	0	2023-05-30
spaS53_000000008205	spaS10	p431	FALSE	4596	0	2022-09-27
spaS53_000000008205	spaS210	p431	FALSE	4596	0	2024-11-05
spaS53_000000008205	spaS16	p431	FALSE	4694	0	2022-10-18
spaS53_000000008205	spaS77	p431	FALSE	4806	0	2023-04-25
spaS70_000000002649	spaS70	p431	FALSE	5432	0	2023-03-21
spaS70_000000002649	spaS83	p431	FALSE	5268	0	2023-08-29
spaS131_000000010906	spaS70	p431	FALSE	3792	0	2023-03-21
spaS131_000000010906	spaS78	p431	FALSE	7914	0	2023-05-16
spaS70_000000006692	spaS70	p431	FALSE	2374	1	2023-03-21
spaS70_000000008283	spaS70	p431	FALSE	2010	0	2023-03-21
spaS70_000000008283	spaS10	p431	FALSE	1957	0	2022-09-27
spaS70_000000008283	spaS242	p431	FALSE	9295	0	2023-06-13
spaS186_000000025754	spaS186	p431	FALSE	1310	0	2024-06-11
spaS186_000000025754	spaS3	p431	FALSE	10940	0	2023-08-08
spaS186_000000027066	spaS186	p431	FALSE	1258	0	2024-06-11
spaS186_000000027066	spaS3	p431	FALSE	4255	0	2023-08-08
spaS186_000000027066	spaS77	p431	FALSE	14428	0	2023-04-25
spaS186_000000027066	spaS83	p431	FALSE	12627	0	2023-08-29
mh_p722_000000025937	spaS204	p431	FALSE	12095	0	2024-09-24
spaS254_000000005589	spaS115	p431	FALSE	17299	0	2023-12-05
spaS254_000000005589	spaS229	p431	FALSE	47833	0	2022-08-16
spaS231_000000005298	spaS204	p431	FALSE	11855	0	2024-09-24
spaS92_000000000935	spaS204	p431	FALSE	11814	0	2024-09-24
mh_p644_000000012217	spaS3	p431	FALSE	27690	0	2023-08-08
spaS69_000000005441	spaS204	p431	FALSE	11775	0	2024-09-24
spaS95_000000002241	spaS204	p431	FALSE	11711	0	2024-09-24
spaS248_000000006842	spaS204	p431	FALSE	11615	0	2024-09-24
spaS248_000000006842	spaS210	p431	FALSE	15811	0	2024-11-05
spaS248_000000006842	spaS211	p431	FALSE	10158	0	2025-01-14
spaS204_000000003543	spaS204	p431	FALSE	5687	0	2024-09-24
mh_p894_000000092417	spaS204	p431	FALSE	5680	0	2024-09-24
mh_p894_000000092417	spaS83	p431	FALSE	5603	0	2023-08-29
spaS204_000000003559	spaS204	p431	FALSE	5662	0	2024-09-24
spaS204_000000003559	spaS210	p431	FALSE	10252	0	2024-11-05
spaS243_000000027304	spaS242	p431	FALSE	5556	0	2023-06-13
spaS211_000000025469	spaS204	p431	FALSE	5610	0	2024-09-24
spaS204_000000003597	spaS204	p431	FALSE	5607	1	2024-09-24
spaS142_000000020192	spaS204	p431	FALSE	5600	0	2024-09-24
spaS142_000000020192	spaS96	p431	FALSE	7234	0	2023-10-10
spaS204_000000003623	spaS204	p431	FALSE	5573	0	2024-09-24
spaS211_000000015047	spaS204	p431	FALSE	5553	0	2024-09-24
spaS211_000000015047	spaS127	p431	FALSE	5551	0	2024-01-16
spaS211_000000015047	spaS123	p431	FALSE	9035	0	2023-12-19
spaS210_000000008903	spaS204	p431	FALSE	3999	0	2024-09-24
spaS210_000000008903	spaS211	p431	FALSE	5305	0	2025-01-14
spaS204_000000009350	spaS204	p431	FALSE	2314	1	2024-09-24
spaS42_000000009294	spaS204	p431	FALSE	2312	1	2024-09-24
spaS204_000000009435	spaS204	p431	FALSE	2295	0	2024-09-24
spaS204_000000009435	spaS186	p431	FALSE	1916	0	2024-06-11
spaS204_000000009435	spaS115	p431	FALSE	5130	0	2023-12-05
spaS204_000000009435	spaS158	p431	FALSE	2751	0	2024-03-26
spaS204_000000009435	spaS127	p431	FALSE	3905	0	2024-01-16
spaS16_000000019484	spaS16	p431	FALSE	1142	0	2022-10-18
spaS16_000000019484	spaS229	p431	FALSE	5246	0	2022-08-16
spaS68_000000000449	spaS26	p431	FALSE	239402	0	2022-11-15
spaS68_000000000449	spaS127	p431	FALSE	236717	0	2024-01-16
spaS68_000000000449	spaS156	p431	FALSE	236614	0	2024-03-19
spaS68_000000000449	spaS158	p431	FALSE	236717	0	2024-03-26
spaS68_000000000449	spaS236	p431	FALSE	236614	0	2022-08-30
spaS68_000000000449	spaS186	p431	FALSE	424806	1	2024-06-11
spaS216_000000005167	spaS26	p431	FALSE	136592	1	2022-11-15
spaS216_000000005167	spaS81	p431	FALSE	136592	1	2023-08-22
spaS216_000000005167	spaS142	p431	FALSE	114407	1	2024-02-27
spaS216_000000005167	spaS156	p431	FALSE	136592	1	2024-03-19
spaS216_000000005167	spaS158	p431	FALSE	136592	1	2024-03-26
spaS216_000000005167	spaS226	p431	FALSE	136592	1	2022-08-09
spaS216_000000005167	spaS229	p431	FALSE	136592	1	2022-08-16
spaS216_000000005167	spaS78	p431	FALSE	136592	1	2023-05-16
spaS216_000000005167	spaS10	p431	FALSE	136563	1	2022-09-27
spaS216_000000005167	spaS115	p431	FALSE	136592	1	2023-12-05
spaS216_000000005167	spaS123	p431	FALSE	136592	1	2023-12-19
spaS216_000000005167	spaS127	p431	FALSE	136592	1	2024-01-16
spaS216_000000005167	spaS186	p431	FALSE	136592	1	2024-06-11
spaS216_000000005167	spaS204	p431	FALSE	136592	1	2024-09-24
spaS216_000000005167	spaS211	p431	FALSE	136592	1	2025-01-14
spaS216_000000005167	spaS233	p431	FALSE	136592	1	2022-08-23
spaS216_000000005167	spaS236	p431	FALSE	136592	1	2022-08-30
spaS216_000000005167	spaS238	p431	FALSE	136592	1	2022-09-06
spaS216_000000005167	spaS244	p431	FALSE	136592	1	2023-06-20
spaS240_000000004544	spaS26	p431	FALSE	79035	0	2022-11-15
spaS240_000000004544	spaS16	p431	FALSE	407907	1	2022-10-18
spaS240_000000004544	spaS210	p431	FALSE	71077	0	2024-11-05
spaS138_000000010455	spaS26	p431	FALSE	14840	0	2022-11-15
spaS138_000000010455	spaS10	p431	FALSE	60018	1	2022-09-27
spaS236_000000003160	spaS26	p431	FALSE	14296	0	2022-11-15
spaS219_000000009012	spaS26	p431	FALSE	14160	0	2022-11-15
spaS219_000000009012	spaS3	p431	FALSE	13171	0	2023-08-08
spaS219_000000009012	spaS66	p431	FALSE	13184	0	2023-03-07
spaS219_000000009012	spaS70	p431	FALSE	31361	0	2023-03-21
spaS219_000000009012	spaS242	p431	FALSE	30598	0	2023-06-13
spaS98_000000004454	spaS26	p431	FALSE	13942	0	2022-11-15
spaS98_000000004454	spaS65	p431	FALSE	33979	0	2023-02-28
spaS59_000000018414	spaS26	p431	FALSE	6723	0	2022-11-15
spaS155_000000003206	spaS26	p431	FALSE	6717	0	2022-11-15
mh_p341_000000050714	spaS26	p431	FALSE	6624	0	2022-11-15
spaS166_000000003237	spaS26	p431	FALSE	6617	1	2022-11-15
spaS205_000000008414	spaS26	p431	FALSE	6567	0	2022-11-15
spaS272_000000003556	spaS26	p431	FALSE	6551	0	2022-11-15
spaS272_000000003556	spaS123	p431	FALSE	15126	0	2023-12-19
spaS26_000000002471	spaS26	p431	FALSE	6545	0	2022-11-15
spaS12_000000003230	spaS26	p431	FALSE	6474	0	2022-11-15
spaS265_000000003086	spaS26	p431	FALSE	6467	3	2022-11-15
spaS265_000000003086	spaS233	p431	FALSE	5801	2	2022-08-23
spaS265_000000003086	spaS142	p431	FALSE	6380	2	2024-02-27
spaS26_000000002507	spaS26	p431	FALSE	6435	0	2022-11-15
spaS216_000000029524	spaS26	p431	FALSE	6422	0	2022-11-15
spaS26_000000002516	spaS26	p431	FALSE	6421	0	2022-11-15
mh_p125_000000079725	spaS26	p431	FALSE	3545	0	2022-11-15
mh_p125_000000079725	spaS186	p431	FALSE	17375	0	2024-06-11
spaS127_000000009537	spaS26	p431	FALSE	3506	1	2022-11-15
spaS26_000000009194	spaS26	p431	FALSE	1782	0	2022-11-15
spaS26_000000009194	spaS204	p431	FALSE	5670	0	2024-09-24
spaS26_000000009214	spaS26	p431	FALSE	1778	1	2022-11-15
spaS59_000000018461	spaS26	p431	FALSE	1330	0	2022-11-15
spaS59_000000018461	spaS16	p431	FALSE	5564	0	2022-10-18
spaS142_000000021523	spaS142	p431	FALSE	1266	1	2024-02-27
spaS142_000000024604	spaS142	p431	FALSE	1125	0	2024-02-27
spaS142_000000024604	spaS233	p431	FALSE	6435	0	2022-08-23
spaS54_000000007922	spaS156	p431	FALSE	16139	3	2024-03-19
spaS211_000000003341	spaS156	p431	FALSE	15933	0	2024-03-19
spaS211_000000003341	spaS158	p431	FALSE	13679	0	2024-03-26
spaS178_000000003081	spaS156	p431	FALSE	15816	0	2024-03-19
spaS178_000000003081	spaS70	p431	FALSE	50652	0	2023-03-21
spaS178_000000003081	spaS77	p431	FALSE	20712	0	2023-04-25
spaS178_000000003081	spaS83	p431	FALSE	212461	1	2023-08-29
spaS178_000000003081	spaS210	p431	FALSE	55052	0	2024-11-05
spaS63_000000012101	spaS156	p431	FALSE	15771	0	2024-03-19
spaS63_000000012101	spaS115	p431	FALSE	18575	0	2023-12-05
spaS63_000000012101	spaS77	p431	FALSE	15431	0	2023-04-25
spaS63_000000012101	spaS127	p431	FALSE	16684	0	2024-01-16
spaS63_000000012101	spaS186	p431	FALSE	15042	0	2024-06-11
spaS63_000000012101	spaS204	p431	FALSE	15952	0	2024-09-24
spaS63_000000012101	spaS238	p431	FALSE	17237	0	2022-09-06
spaS63_000000012101	spaS142	p431	FALSE	17655	0	2024-02-27
spaS180_000000002654	spaS156	p431	FALSE	15265	0	2024-03-19
spaS180_000000002654	spaS115	p431	FALSE	15345	0	2023-12-05
spaS180_000000002654	spaS204	p431	FALSE	15345	0	2024-09-24
spaS180_000000002654	spaS158	p431	FALSE	15344	0	2024-03-26
spaS180_000000002654	spaS210	p431	FALSE	15265	0	2024-11-05
spaS238_000000008142	spaS70	p431	FALSE	7059	0	2023-03-21
spaS77_000000005759	spaS142	p431	FALSE	13022	1	2024-02-27
mh_p470_000000015383	spaS156	p431	FALSE	7401	0	2024-03-19
spaS156_000000003059	spaS156	p431	FALSE	7336	0	2024-03-19
spaS156_000000003059	spaS65	p431	FALSE	22980	0	2023-02-28
spaS100_000000002857	spaS156	p431	FALSE	7332	0	2024-03-19
mh_p789_000000107358	spaS156	p431	FALSE	7279	0	2024-03-19
mh_p789_000000107358	spaS233	p431	FALSE	20401	0	2022-08-23
spaS44_000000009540	spaS142	p431	FALSE	10021	0	2024-02-27
spaS156_000000003110	spaS156	p431	FALSE	7180	1	2024-03-19
spaS259_000000006416	spaS156	p431	FALSE	4725	0	2024-03-19
spaS259_000000006416	spaS3	p431	FALSE	6396	0	2023-08-08
spaS16_000000017396	spaS16	p431	FALSE	1269	1	2022-10-18
spaS3_000000002040	spaS26	p431	FALSE	20850	0	2022-11-15
spaS3_000000002040	spaS2	p431	FALSE	40739	0	2023-04-11
spaS3_000000002040	spaS65	p431	FALSE	45672	0	2023-02-28
spaS3_000000002040	spaS78	p431	FALSE	45828	0	2023-05-16
spaS3_000000002040	spaS242	p431	FALSE	45544	0	2023-06-13
spaS3_000000002040	spaS244	p431	FALSE	45660	0	2023-06-20
spaS261_000000002148	spaS26	p431	FALSE	20707	0	2022-11-15
spaS261_000000002148	spaS65	p431	FALSE	53129	0	2023-02-28
spaS211_000000002457	spaS26	p431	FALSE	19668	0	2022-11-15
spaS211_000000002457	spaS16	p431	FALSE	74666	0	2022-10-18
spaS211_000000002130	spaS26	p431	FALSE	19662	0	2022-11-15
spaS211_000000002130	spaS100	p431	FALSE	19648	0	2023-10-17
spaS211_000000002130	spaS243	p431	FALSE	19648	0	2023-05-30
spaS26_000000001098	spaS26	p431	FALSE	19274	0	2022-11-15
mh_p601_000000067327	spaS26	p431	FALSE	19116	0	2022-11-15
spaS26_000000002321	spaS26	p431	FALSE	7106	0	2022-11-15
spaS26_000000002321	spaS78	p431	FALSE	11104	0	2023-05-16
spaS26_000000002321	spaS77	p431	FALSE	9571	0	2023-04-25
